Index,Developer,Video_Game_Name
136,Electronic Arts,The Godfather: Dons Edition
137,THQ,Marvel Super Hero Squad
138,Blue Tongue Entertainment,Marvel Super Hero Squad
139,Mass Media Inc,Marvel Super Hero Squad
140,Halfbrick Studios,Marvel Super Hero Squad
141,Destineer,John Deere: Harvest in the Heartland
142,Rising Star Games,Harvest Moon: Magical Melody
143,Marvelous Interactive,Harvest Moon: Magical Melody
144,Natsume Inc.,Harvest Moon: Magical Melody
145,Nintendo,Harvest Moon: Magical Melody
146,Frima Studio,Resident Evil: Revelations 2
147,Capcom,Resident Evil: Revelations 2
148,Sony Computer Entertainment,Resident Evil: Revelations 2
149,Codemasters,Heroes of the Pacific
150,Transmission Games,Heroes of the Pacific
151,Ubisoft Montreal,Prince of Persia: Rival Swords
152,Pipeworks Studios,Prince of Persia: Rival Swords
153,Ubisoft Entertainment,Prince of Persia: Rival Swords
154,EA Redwood Shores,The Lord of the Rings: The Third Age
155,Electronic Arts,The Lord of the Rings: The Third Age
156,Nintendo,Trace Memory
157,Cing,Trace Memory
158,Activision,X-Men Legends II: Rise of Apocalypse
159,Raven Software,X-Men Legends II: Rise of Apocalypse
160,Vicarious Visions,X-Men Legends II: Rise of Apocalypse
161,Blue Tongue Entertainment,Nicktoons: Battle for Volcano Island
162,THQ,Nicktoons: Battle for Volcano Island
163,"Atari, Inc.",Nicktoons: Battle for Volcano Island
164,Nintendo,Just Dance Wii 2
165,Ubisoft Paris,Just Dance Wii 2
166,Gearbox Software,Borderlands: The Pre-Sequel
167,2K Australia,Borderlands: The Pre-Sequel
168,Take-Two Interactive,Borderlands: The Pre-Sequel
169,2K Games,Borderlands: The Pre-Sequel
170,Aspyr Media,Borderlands: The Pre-Sequel
171,EA Orlando,Madden NFL 08
172,EA Sports,Madden NFL 08
173,Atlus,Trauma Center: New Blood
174,Nintendo,Trauma Center: New Blood
175,LightBox Interactive,Starhawk
176,Sony Computer Entertainment,Starhawk
177,SCE Santa Monica Studio,Starhawk
178,Akella,Pirates of the Caribbean
179,Bethesda Softworks,Pirates of the Caribbean
180,"Disney Interactive Studios, Inc.",Pirates of the Caribbean
181,Ubisoft Entertainment,Pirates of the Caribbean
182,1C Company,Pirates of the Caribbean
183,EA Sports,FIFA Soccer 13
184,Project Aces,Ace Combat: Joint Assault
185,Namco Bandai Games,Ace Combat: Joint Assault
186,THQ,The Punisher
187,Volition,The Punisher
188,Blue Castle Games,The BIGS 2
189,2K Sports,The BIGS 2
190,Gameloft,Shrek: Forever After
191,XPEC,Shrek: Forever After
192,Activision,Shrek: Forever After
193,Codemasters,Turning Point: Fall of Liberty
194,Spark Unlimited,Turning Point: Fall of Liberty
195,Sanzaru Games,Sonic Boom: Shattered Crystal
196,Sega,Sonic Boom: Shattered Crystal
197,TDK Mediactive,Shrek Super Party
198,Mass Media Inc,Shrek Super Party
199,2K Sports,MLB Power Pros
200,Konami,MLB Power Pros
201,Avanquest Software,Mah Jong Quest: Expeditions
202,Activision Publishing,Mah Jong Quest: Expeditions
203,GameBrains,Mah Jong Quest: Expeditions
204,Sega,"Sakura Wars: So Long, My Love"
205,NIS America,"Sakura Wars: So Long, My Love"
206,Idea Factory,"Sakura Wars: So Long, My Love"
207,Red Entertainment,"Sakura Wars: So Long, My Love"
208,Global Entertainment R&D Dept. 2,"Sakura Wars: So Long, My Love"
209,Koei,Dynasty Tactics
210,Techland,Call of Juarez: The Cartel
211,Ubisoft Entertainment,Call of Juarez: The Cartel
212,Atelier Double,Snowboarding
213,D3 Publisher,Snowboarding
214,Warner Bros. Interactive Entertainment,Sesame Street: Cookie's Counting Carnival
215,Black Lantern Studios,Sesame Street: Cookie's Counting Carnival
216,Activision,Angry Birds Star Wars
217,LucasArts,Angry Birds Star Wars
218,Exient Entertainment,Angry Birds Star Wars
219,Rovio Entertainment,Angry Birds Star Wars
220,Konami,Metal Gear Solid V: Ground Zeroes
221,Kojima Productions,Metal Gear Solid V: Ground Zeroes
222,Aspyr Media,SimCity 4
223,Electronic Arts,SimCity 4
224,Maxis,SimCity 4
225,i5works,SimCity 4
226,Infinite Interactive,Puzzle Quest: Challenge of the Warlords
227,Vicious Cycle Software,Puzzle Quest: Challenge of the Warlords
228,TransGaming Technologies,Puzzle Quest: Challenge of the Warlords
229,1st Playable Productions,Puzzle Quest: Challenge of the Warlords
230,D3 Publisher,Puzzle Quest: Challenge of the Warlords
231,Dimps,Dragon Ball Heroes: Ultimate Mission
232,Bandai Namco Entertainment,Dragon Ball Heroes: Ultimate Mission
233,Ganbarion,One Piece Unlimited Cruise 2: Awakening of a Hero
234,Namco Bandai Games,One Piece Unlimited Cruise 2: Awakening of a Hero
235,Circus Freak,Looney Tunes Racing
236,Infogrames,Looney Tunes Racing
237,Nippon Ichi Software,Disgaea 5: Alliance of Vengeance
238,NIS America,Disgaea 5: Alliance of Vengeance
239,Square Enix,Final Fantasy X-2: International + Last Mission
240,Capcom,Sengoku Basara: Samurai Heroes
241,Ubisoft Shanghai,Rayman 3: Hoodlum Havoc
242,Ubisoft Montpellier,Rayman 3: Hoodlum Havoc
243,Feral Interactive,Rayman 3: Hoodlum Havoc
244,Zonic Limited,Rayman 3: Hoodlum Havoc
245,Koei,Warriors Orochi 2
246,Omega Force,Warriors Orochi 2
247,Sonic Team,Feel the Magic XY/XX
248,Sega,Feel the Magic XY/XX
249,Midway Games,Psi-Ops: The Mindgate Conspiracy
250,Capcom,Psi-Ops: The Mindgate Conspiracy
251,Zoo Digital,Psi-Ops: The Mindgate Conspiracy
252,Sony Computer Entertainment,Tomba! 2: The Evil Swine Return
253,Whoopee Camp,Tomba! 2: The Evil Swine Return
254,MonkeyPaw Games,Tomba! 2: The Evil Swine Return
255,Cavia,Dragon Quest: Shounen Yangus to Fushigi no Dungeon
256,Square Enix,Dragon Quest: Shounen Yangus to Fushigi no Dungeon
257,Square Enix Product Development Division 9,Dragon Quest: Shounen Yangus to Fushigi no Dungeon
258,Armor Project,Dragon Quest: Shounen Yangus to Fushigi no Dungeon
259,Bird Studio,Dragon Quest: Shounen Yangus to Fushigi no Dungeon
260,Nick Games,Neopets Puzzle Adventure
261,Capcom,Neopets Puzzle Adventure
262,Infinite Interactive,Neopets Puzzle Adventure
263,Griptonite Games,Neopets Puzzle Adventure
264,Konami Computer Entertainment Japan,BeatMania Append 4thMix: The beat goes on
265,Koei,Romance of the Three Kingdoms III: Dragon of Destiny
266,Konami,Power Pro Kun Pocket 11
267,Capcom,Dead Rising: Chop Till You Drop
268,Tose,Dead Rising: Chop Till You Drop
269,Crave Entertainment,Purr Pals
270,Brain Toys,Purr Pals
271,Vivendi Universal Games,Spyro: A Hero's Tail
272,Eurocom Entertainment Software,Spyro: A Hero's Tail
273,EA Sports,NASCAR 08
274,EA Orlando,NASCAR 08
275,Exient Entertainment,NASCAR 08
276,Microsoft Game Studios,Links 2004
277,Salt Lake Games Studio,Links 2004
278,Bandai Namco Entertainment,Majin and the Forsaken Kingdom
279,Game Republic Inc.,Majin and the Forsaken Kingdom
280,Ubisoft Montreal,Assassin's Creed IV: Black Flag
281,Ubisoft Québec,Assassin's Creed IV: Black Flag
282,Ubisoft Montpellier,Assassin's Creed IV: Black Flag
283,Ubisoft Kyiv,Assassin's Creed IV: Black Flag
284,Ubisoft Sofia,Assassin's Creed IV: Black Flag
285,Ubisoft Singapore,Assassin's Creed IV: Black Flag
286,Ubisoft Annecy,Assassin's Creed IV: Black Flag
287,Ubisoft Bucharest,Assassin's Creed IV: Black Flag
288,Ubisoft Chengdu,Assassin's Creed IV: Black Flag
289,Ubisoft Milan,Assassin's Creed IV: Black Flag
290,Ubisoft Shanghai,Assassin's Creed IV: Black Flag
291,Ubisoft Pune,Assassin's Creed IV: Black Flag
292,Ubisoft North America,Assassin's Creed IV: Black Flag
293,Ubisoft Entertainment,Assassin's Creed IV: Black Flag
294,Kinesoft,Earthworm Jim
295,Game Titan,Earthworm Jim
296,Shiny Entertainment,Earthworm Jim
297,Takara,Earthworm Jim
298,Activision,Earthworm Jim
299,Virgin Interactive Entertainment (Europe) Ltd.,Earthworm Jim
300,Playmates Interactive Entertainment,Earthworm Jim
301,Gradiente,Earthworm Jim
302,Tec Toy,Earthworm Jim
303,Namco,Tales of Phantasia
304,THQ,Bratz: Super Babyz
305,Inland Productions,Monster 4x4: Masters of Metal
306,Ubisoft Barcelona,Monster 4x4: Masters of Metal
307,SCE London Studio,SingStar Country
308,SCE Worldwide Studios Europe,SingStar Country
309,Clap Hanz,Hot Shots Golf: World Invitational
310,Sony Computer Entertainment,Hot Shots Golf: World Invitational
311,Activision,Disney's Extreme Skate Adventure
312,Vicarious Visions,Disney's Extreme Skate Adventure
313,Webfoot Technologies,Dragon Ball GT: Transformation
314,"Atari, Inc.",Dragon Ball GT: Transformation
315,Visceral Games,Battlefield: Hardline
316,Electronic Arts,Battlefield: Hardline
317,EA Digital Illusions CE,Battlefield: Hardline
318,NewKidCo,Tigger's Honey Hunt
319,Disney Interactive,Tigger's Honey Hunt
320,DokiDenki Studio,Tigger's Honey Hunt
321,EA Sports,FIFA 15
322,EA Canada,FIFA 15
323,Rockstar Toronto,The Warriors
324,Rockstar Leeds,The Warriors
325,Rockstar Games,The Warriors
326,Take-Two Interactive,The Warriors
327,Sacnoth,Shadow Hearts
328,Bandai Namco Entertainment America Inc.,Dragon Ball Z: Budokai Tenkaichi 2
329,Spike,Dragon Ball Z: Budokai Tenkaichi 2
330,"Atari, Inc.",Dragon Ball Z: Budokai Tenkaichi 2
331,Traveller's Tales,Haven: Call of the King
332,Midway Games,Haven: Call of the King
333,Activision,Street Hoops
334,Black Ops Entertainment,Street Hoops
335,Konami,Yu-Gi-Oh! Double Pack
336,Activision,X-Men: Reign of Apocalypse
337,Digital Eclipse,X-Men: Reign of Apocalypse
338,Gradiente,X-Men: Reign of Apocalypse
339,Namco,R: Racing Evolution
340,Sega,The Golden Compass
341,Shiny Entertainment,The Golden Compass
342,A2M,The Golden Compass
343,Sega,The Golden Compass
344,Shiny Entertainment,The Golden Compass
345,A2M,The Golden Compass
346,Acclaim Entertainment,ATV Quad Power Racing 2
347,Climax Brighton,ATV Quad Power Racing 2
348,Sega Corporation,Hatsune Miku: Project Diva f
349,Larian Studios,Divinity: Original Sin
350,Focus Entertainment,Divinity: Original Sin
351,Team Fusion,Marvel Nemesis: Rise of the Imperfects
352,Nihilistic Software,Marvel Nemesis: Rise of the Imperfects
353,Electronic Arts,Marvel Nemesis: Rise of the Imperfects
354,EA Canada,Marvel Nemesis: Rise of the Imperfects
355,Square Enix,Final Fantasy VI Advance
356,Tose,Final Fantasy VI Advance
357,Square Enix Product Development Division 7,Final Fantasy VI Advance
358,TT Fusion,LEGO The Lord of the Rings
359,WB Games,LEGO The Lord of the Rings
360,Taito,Polaris
361,Tigervision,Polaris
362,THQ,All Star Cheer Squad
363,Gorilla Systems Corporation,All Star Cheer Squad
364,Capcom,Viewtiful Joe
365,Team Viewtiful,Viewtiful Joe
366,Clover Studio,Viewtiful Joe
367,EA Sports,Triple Play 2000
368,Treyarch,Triple Play 2000
369,AM1,DeathSmiles
370,CAVE Interactive,DeathSmiles
371,Aksys Games,DeathSmiles
372,Rising Star Games,DeathSmiles
373,Crave Entertainment,Baby Pals
374,Lionhead Studios,Fable: The Journey
375,Microsoft Studios,Fable: The Journey
376,The Game Factory,Bratz Ponyz
377,Avanquest,Junior Brain Trainer 2
378,Koei,Bladestorm: The Hundred Years' War
379,Omega Force,Bladestorm: The Hundred Years' War
380,Konami,SAW
381,Zombie Studios,SAW
382,Sega,Chromehounds
383,FromSoftware,Chromehounds
384,EA Games,Harry Potter and the Sorcerer's Stone
385,Warthog Games,Harry Potter and the Sorcerer's Stone
386,Midway Games,Unreal Championship 2: The Liandri Conflict
387,Epic Games,Unreal Championship 2: The Liandri Conflict
388,Microsoft Game Studios,Kung Fu Chaos
389,Just Add Monsters,Kung Fu Chaos
390,Capcom,Mega Man: Dr. Wily's Revenge
391,Minakuchi Engineering,Mega Man: Dr. Wily's Revenge
392,Nintendo,Mega Man: Dr. Wily's Revenge
393,Natsume Inc.,Reel Fishing: Angler's Dream
394,Marvelous Entertainment,Reel Fishing: Angler's Dream
395,Activision,Shrek the Third
396,Shaba Games,Shrek the Third
397,Amaze Entertainment,Shrek the Third
398,7 Studios,Shrek the Third
399,WayForward Technologies,Godzilla: Domination!
400,Infogrames,Godzilla: Domination!
401,Namco Bandai Games,Tales of the World: Radiant Mythology 3
402,Red Mile Entertainment,Jackass the Game
403,Empire Interactive,Jackass the Game
404,Sidhe Interactive,Jackass the Game
405,Sensory Sweep Studios,Jackass the Game
406,Capcom,Mega Man II
407,Nintendo,Mega Man II
408,Playtronic,Mega Man II
409,Japan System House,Mega Man II
410,Buena Vista Games,Pirates of the Caribbean: Dead Man's Chest
411,Griptonite Games,Pirates of the Caribbean: Dead Man's Chest
412,Amaze Entertainment,Pirates of the Caribbean: Dead Man's Chest
413,Avalanche Software,Hannah Montana: Spotlight World Tour
414,Disney Interactive Studios,Hannah Montana: Spotlight World Tour
415,Evolution Games,Rocket Power: Beach Bandits
416,THQ,Rocket Power: Beach Bandits
417,Codemasters Southam,Operation Flashpoint: Red River
418,Codemasters,Operation Flashpoint: Red River
419,High Moon Studios,Transformers: Dark of the Moon
420,Activision,Transformers: Dark of the Moon
421,Griptonite Games,Assassin's Creed II: Discovery
422,SCE Bend Studio,Syphon Filter: Dark Mirror
423,Sony Computer Entertainment,Syphon Filter: Dark Mirror
424,Paradigm Entertainment,Mission: Impossible - Operation Surma
425,"Atari, Inc.",Mission: Impossible - Operation Surma
426,Activision,Kung Zhu
427,Redline Games,Pitfall: The Mayan Adventure
428,Kinesoft,Pitfall: The Mayan Adventure
429,Big Bang,Pitfall: The Mayan Adventure
430,Atari Corporation,Pitfall: The Mayan Adventure
431,Pipe Dream Interactive,Pitfall: The Mayan Adventure
432,"Majesco Sales, Inc",Pitfall: The Mayan Adventure
433,Activision,Pitfall: The Mayan Adventure
434,Tec Toy,Pitfall: The Mayan Adventure
435,Gradiente,Pitfall: The Mayan Adventure
436,Playtronic,Pitfall: The Mayan Adventure
437,Reflections Interactive,Driver: Parallel Lines
438,"Atari, Inc.",Driver: Parallel Lines
439,Capcom,Monster Hunter Stories
440,Marvelous,Monster Hunter Stories
441,Nintendo,Monster Hunter Stories
442,Griptonite Games,Ben 10 Ultimate Alien: Cosmic Destruction
443,D3 Publisher,Ben 10 Ultimate Alien: Cosmic Destruction
444,Papaya Studio,Ben 10 Ultimate Alien: Cosmic Destruction
445,Inti Creates,Mega Man ZX
446,Capcom,Mega Man ZX
447,Eidos Interactive,Backyard Wrestling 2: There Goes the Neighborhood
448,Midway Studios Los Angeles,Backyard Wrestling 2: There Goes the Neighborhood
449,Disney Interactive,Disney's Treasure Planet
450,Bizarre Creations,Disney's Treasure Planet
451,Underground Development,Guitar Hero: Van Halen
452,Activision,Guitar Hero: Van Halen
453,Neversoft Entertainment,Guitar Hero: Van Halen
454,Team NINJA,Dead or Alive
455,Tecmo,Dead or Alive
456,Sony Computer Entertainment Europe,Dead or Alive
457,Bandai Namco Entertainment,Dead to Rights: Retribution
458,Volatile Games,Dead to Rights: Retribution
459,Media.Vision,Wild ARMs 5
460,XSEED Games,Wild ARMs 5
461,505 Games,Wild ARMs 5
462,Sony Computer Entertainment,Wild ARMs 5
463,Overkill Software,Payday 2
464,505 Games,Payday 2
465,Starbreeze Studios,Payday 2
466,Midway Games,NFL Blitz 20-02
467,Capcom,Mega Man 7
468,UTV Ignition Entertainment,El Shaddai: Ascension of the Metatron
469,Ignition Tokyo,El Shaddai: Ascension of the Metatron
470,XAX Entertainment,El Shaddai: Ascension of the Metatron
471,Activision,Tony Hawk: Shred
472,Robomodo,Tony Hawk: Shred
473,Disney Interactive Studios,Disney Channel: All Star Party
474,Page 44 Studios,Disney Channel: All Star Party
475,Activision,Shrek: Ogres & Dronkeys
476,EA Sports,NCAA March Madness 2005
477,EA Canada,NCAA March Madness 2005
478,Traveller's Tales,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
479,Buena Vista Games,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
480,Traveller's Tales,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
481,Buena Vista Games,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
482,Konami,NBA In The Zone
483,Feral Interactive,Alien: Isolation
484,Sega,Alien: Isolation
485,The Creative Assembly,Alien: Isolation
486,WB Games,Batman: The Brave and the Bold the Videogame
487,WayForward Technologies,Batman: The Brave and the Bold the Videogame
488,TDK,Corvette
489,Spike,Kenka Bancho: Badass Rumble
490,Atlus USA,Kenka Bancho: Badass Rumble
491,Bullets Co. Ltd.,Kenka Bancho: Badass Rumble
492,Activision,Moshi Monsters: Moshlings Theme Park
493,Activision Value,Cabela's Big Game Hunter 2012
494,Cauldron HQ,Cabela's Big Game Hunter 2012
495,SETA,F1 ROC: Race of Champions
496,Ocean Software,F1 ROC: Race of Champions
497,THQ Studio Australia,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies
498,THQ,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies
499,Team Silent,Silent Hill 2: Restless Dreams
500,Konami,Silent Hill 2: Restless Dreams
501,Creature Labs,Silent Hill 2: Restless Dreams
502,Rebellion Developments,Sniper Elite 3
503,505 Games,Sniper Elite 3
504,"indieszero Co., Ltd.",NES Remix
505,Nintendo EAD Tokyo Software Development Group No.1,NES Remix
506,Nintendo,NES Remix
507,Activision,Skylanders: Trap Team
508,Toys for Bob,Skylanders: Trap Team
509,Koei,Soul Nomad & the World Eaters
510,Nippon Ichi Software,Soul Nomad & the World Eaters
511,NIS America,Soul Nomad & the World Eaters
512,Codeglue,Soul Nomad & the World Eaters
513,Midway Games,NHL Hitz 20-03
514,Black Box Games,NHL Hitz 20-03
515,Exient Entertainment,NHL Hitz 20-03
516,Capcom,Bionic Commando
517,GRIN,Bionic Commando
518,Electronic Arts,Monopoly Streets
519,EA Salt Lake,Monopoly Streets
520,Namco,Pac-Man Fever
521,Mass Media Inc,Pac-Man Fever
522,Electronic Arts,Trivial Pursuit
523,EA Bright Light,Trivial Pursuit
524,Zindagi Games,Medieval Moves: Deadmund's Quest
525,Sony Computer Entertainment,Medieval Moves: Deadmund's Quest
526,SCE San Diego Studio,Medieval Moves: Deadmund's Quest
527,Konami,Yu-Gi-Oh! World Championship 2008
528,Takara,Real Pool
529,Infrogrames,Real Pool
530,Midas Interactive Entertainment,Real Pool
531,ZOOM,Mister Mosquito
532,Eidos Interactive,Mister Mosquito
533,Sony Computer Entertainment,Mister Mosquito
534,WB Games,Tom and Jerry Tales
535,Eidos Interactive,Tom and Jerry Tales
536,Sensory Sweep Studios,Tom and Jerry Tales
537,ELF Corporation,Kakyuusei
538,505 Games,Rugby World Cup 2011
539,HB Studios,Rugby World Cup 2011
540,Telltale Games,CSI: Deadly Intent
541,Other Ocean Interactive,CSI: Deadly Intent
542,"MicroProse Software, Inc.",Civilization II
543,MacPlay,Civilization II
544,Activision,Civilization II
545,Bandai Namco Entertainment,Dynasty Warriors: Gundam
546,Koei,Dynasty Warriors: Gundam
547,Omega Force,Dynasty Warriors: Gundam
548,Activision,Madagascar
549,Toys for Bob,Madagascar
550,Bandai,Madagascar
551,Land Ho!,The Smurfs: Dance Party
552,LucasArts,Indiana Jones and the Staff of Kings
553,Artificial Mind & Movement,Indiana Jones and the Staff of Kings
554,Amaze Entertainment,Indiana Jones and the Staff of Kings
555,Activision,Angry Birds Star Wars
556,LucasArts,Angry Birds Star Wars
557,Exient Entertainment,Angry Birds Star Wars
558,Rovio Entertainment,Angry Birds Star Wars
559,Sega,Puyo Puyo! 15th Anniversary
560,Sonic Team,Puyo Puyo! 15th Anniversary
561,Game Freak,Pokemon Box: Ruby & Sapphire
562,Nintendo,Pokemon Box: Ruby & Sapphire
563,Konami,Yu-Gi-Oh! Monster Capsule Breed & Battle
564,Full Fat,Dave Mirra Freestyle BMX 2
565,Z-Axis,Dave Mirra Freestyle BMX 2
566,Acclaim Max Sports,Dave Mirra Freestyle BMX 2
567,Ganbarion,One Piece: Unlimited World Red
568,Bandai Namco Games,One Piece: Unlimited World Red
569,Namco Bandai Games,One Piece: Unlimited World Red
570,Activision,Wappy Dog
571,THQ,Tak and the Guardians of Gross
572,Blitz Games,Tak and the Guardians of Gross
573,Activision,True Crime: New York City
574,Aspyr Media,True Crime: New York City
575,Hands-On Mobile,True Crime: New York City
576,Exakt Entertainment,True Crime: New York City
577,Luxoflux,True Crime: New York City
578,EA Sports,NCAA Basketball 09
579,EA Canada,NCAA Basketball 09
580,Tose,Avatar: The Last Airbender
581,THQ,Avatar: The Last Airbender
582,THQ Studio Oz,Avatar: The Last Airbender
583,Konami,Power Pro Kun Pocket 3
584,Konami Computer Entertainment Tokyo,Castlevania: Aria of Sorrow
585,Konami,Castlevania: Aria of Sorrow
586,Presto Studios,Myst III: Exile
587,Cyan Worlds,Myst III: Exile
588,Atlus,Shin Megami Tensei: Strange Journey
589,Atlus USA,Shin Megami Tensei: Strange Journey
590,Lancarse,Shin Megami Tensei: Strange Journey
591,Agetec,Armored Core: Project Phantasma
592,FromSoftware,Armored Core: Project Phantasma
593,Electronic Arts,Army of Two: The Devil's Cartel
594,Visceral Games,Army of Two: The Devil's Cartel
595,EA Montreal,Army of Two: The Devil's Cartel
596,Pyramid,Patapon 3
597,SCE Japan Studio,Patapon 3
598,Sony Computer Entertainment,Patapon 3
599,Eurocom Entertainment Software,Ice Age: Dawn of the Dinosaurs
600,Activision,Ice Age: Dawn of the Dinosaurs
601,Capcom,Ace Attorney 6
602,Activision Value,Cabela's Trophy Bucks
603,FUN Labs,Cabela's Trophy Bucks
