Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Captain America: Super Soldier,DS,2011,Action,Sega,0.05,0.0,0.0,0.0,0.05,,,,,,
GRID,DS,2008,Racing,Codemasters,0.04,0.0,0.0,0.0,0.05,79.0,19.0,8.1,15.0,Firebrand Games,E
Tour de France 2011,X360,2011,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,46.0,7.0,7.6,5.0,Cyanide,
Reader Rabbit 2nd Grade,Wii,2009,Misc,Unknown,0.04,0.0,0.0,0.0,0.05,,,tbd,,Graffiti Entertainment,E
Monster Hunter Frontier Online,PS3,2010,Role-Playing,,0.0,0.0,0.05,0.0,0.05,,,,,,
RollerCoaster Tycoon,PC,1999,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,,,,,Chris Sawyer,E
Battle vs. Chess,PS3,2011,Misc,TopWare Interactive,0.0,0.03,0.0,0.01,0.04,,,,,"Targem Games, TopWare Interactive",T
The History Channel: Great Battles - Medieval,PS3,2010,Strategy,Slitherine Software,0.0,0.03,0.0,0.01,0.04,,,,,,
Clockwork Empires,PC,2016,Strategy,Unknown,0.0,0.04,0.0,0.0,0.04,58.0,7.0,3.8,5.0,Gaslamp Games,RP
B.L.U.E.: Legend of Water,PS,1998,Adventure,,0.0,0.0,0.04,0.0,0.04,,,,,,
GRID,PC,2008,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.9,463.0,Codemasters,E
NHL Hitz Pro,GC,2003,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,81.0,15.0,7.8,5.0,Next Level Games,E
Luxor: Pharaoh's Challenge,Wii,2007,Puzzle,Funsta,0.01,0.02,0.0,0.0,0.04,,,tbd,,MumboJumbo,E
Sega Rally 2006,PS2,2006,Racing,Unknown,0.0,0.0,0.04,0.0,0.04,,,,,,
Half-Minute Hero 2,PSP,2011,Role-Playing,Rising Star Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Housekeeping,DS,2007,Action,,0.0,0.0,0.04,0.0,0.04,,,,,,
Major League Baseball 2K8,PSP,2008,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,63.0,5.0,tbd,,Kush Games,E
Sabre Wulf,GBA,2004,Platform,THQ,0.02,0.01,0.0,0.0,0.03,75.0,27.0,8,4.0,Rare Ltd.,E
Swords,Wii,2010,Fighting,Unknown,0.03,0.0,0.0,0.0,0.03,,,tbd,,Panic Button,T
Beyond the Labyrinth,3DS,2012,Role-Playing,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
Bikkuriman Daijiten,DS,2007,Misc,,0.0,0.0,0.03,0.0,0.03,,,,,,
Majesty 2: The Fantasy Kingdom Sim,X360,2009,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,"1C, Ino-Co, 1C Company",
Fullmetal Alchemist: Brotherhood,PSP,2010,Action,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
Combat Elite: WWII Paratroopers,XB,2005,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03,56.0,11.0,tbd,,BattleBorne,T
Samurai Spirits: Tenkaichi Kenkakuden,PS2,2006,Fighting,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
World of Tanks,X360,2014,Shooter,,0.0,0.03,0.0,0.0,0.03,,,5.2,9.0,Microsoft Game Studios,
Battle vs. Chess,PC,2011,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,69.0,5.0,5.9,12.0,Targem Games,T
Tom and Jerry in War of the Whiskers,XB,2002,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,,,,,,
Super Duper Sumos,GBA,2003,Action,Unknown,0.02,0.01,0.0,0.0,0.03,57.0,5.0,tbd,,Handheld Games,E
The King of Fighters: Maximum Impact - Maniax,XB,2005,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,,,,,,
Combat Wings: The Great Battles of WWII,Wii,2012,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03,,,,,City Interactive,
Tube Slider,GC,2003,Racing,Unknown,0.02,0.0,0.0,0.0,0.02,62.0,21.0,tbd,,Nd Cube,E
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,2010,Adventure,,0.0,0.0,0.02,0.0,0.02,,,,,,
Payout Poker & Casino,PSP,2006,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,,,,,,
Wii de Asobu: Metroid Prime,Wii,2009,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,
Legacy of Ys: Books I & II,DS,2009,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,,,,,,
Saint,Wii,2009,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02,,,tbd,,Opera House,E10
Steal Princess,DS,2008,Platform,Unknown,0.02,0.0,0.0,0.0,0.02,60.0,14.0,tbd,,Climax Entertainment,E10
Mario Tennis,3DS,2012,Sports,,0.0,0.0,0.02,0.0,0.02,,,,,,
Runaway: A Twist of Fate,DS,2010,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,66.0,5.0,,,Pendulo Studios,T
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,2009,Racing,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,,
Cabela's Alaskan Adventure,PS2,2006,Sports,Unknown,0.01,0.01,0.0,0.0,0.02,,,,,,
Writing and Speaking Beautiful Japanese DS,DS,2007,Misc,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,,
Virtua Quest,PS2,2004,Role-Playing,Unknown,0.01,0.01,0.0,0.0,0.02,53.0,17.0,7.6,5.0,Artificial Mind and Movement,T
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Without Warning,XB,2005,Shooter,Capcom,0.01,0.0,0.0,0.0,0.02,45.0,25.0,2,5.0,CiRCLE,M
PDC World Championship Darts 2008,DS,2008,Sports,Unknown,0.01,0.0,0.0,0.0,0.02,,,,,,
Dinotopia: The Sunstone Odyssey,GC,2003,Action,Unknown,0.01,0.0,0.0,0.0,0.02,50.0,4.0,tbd,,Vicious Cycle,T
Jet Impulse,DS,2007,Simulation,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,
Dream Dancer,DS,2009,Misc,,0.01,0.0,0.0,0.0,0.02,,,tbd,,"CyberPlanet Interactive Public Co., Ltd.",E
Dance! It's Your Stage,Wii,2010,Misc,DTP Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,
Football Manager 2007,X360,2006,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,
Ferrari: The Race Experience,Wii,2010,Racing,System 3 Arcade Software,0.0,0.01,0.0,0.0,0.01,54.0,4.0,,,System 3,E
Aquaman: Battle for Atlantis,XB,2003,Action,Unknown,0.01,0.0,0.0,0.0,0.01,26.0,13.0,2.7,15.0,Lucky Chicken,T
Homeworld Remastered Collection,PC,2015,Strategy,,0.0,0.01,0.0,0.0,0.01,86.0,49.0,8.2,324.0,Gearbox Software,E10
Shorts,DS,2009,Platform,Unknown,0.01,0.0,0.0,0.0,0.01,,,tbd,,Artificial Mind and Movement,E10
AKB1/48: Idol to Guam de Koishitara...,X360,2011,Misc,,0.0,0.0,0.01,0.0,0.01,,,,,,
Brothers in Arms: Furious 4,X360,,Shooter,,0.01,0.0,0.0,0.0,0.01,,,,,Gearbox Software,M
Agarest Senki: Re-appearance,PS3,2009,Role-Playing,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
PDC World Championship Darts 2008,PSP,2008,Sports,Oxygen Interactive,0.01,0.0,0.0,0.0,0.01,43.0,7.0,tbd,,Oxygen Interactive,E10
Freaky Flyers,GC,2003,Racing,Unknown,0.01,0.0,0.0,0.0,0.01,69.0,14.0,6.5,6.0,Midway,T
Inversion,PC,2012,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,59.0,6.0,6.7,107.0,Saber Interactive,M
Hakuouki: Shinsengumi Kitan,PS3,2010,Adventure,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,
Virtua Quest,GC,2004,Role-Playing,Unknown,0.01,0.0,0.0,0.0,0.01,55.0,19.0,5.5,12.0,Artificial Mind and Movement,T
