Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Akko ni Omakase! Brain Shock,DS,2006.0,Misc,Taito,0.0,0.0,0.04,0.0,0.04,,,,,,
King of Fighters: Maximum Impact Regulation A,PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,,,,,
Date A Live: Rine Utopia,PS3,2013.0,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,,,,,,
Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,,,,,,
Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,,,,,Storm City Games,E
Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,Nintendo,
Sacred Blaze,PS2,2009.0,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,,,,,Flight-Plan,
Painkiller: Hell & Damnation,PS3,2013.0,Shooter,Nordic Games,0.02,0.01,0.0,0.01,0.04,,,,,The Farm 51,Eighteen
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Thoroughbred Breeder II Plus,PS,1995.0,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,,,,,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Otomate,CERO_C
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
99 no Namida,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Cyber Troopers Virtual-On Marz,PS2,2003.0,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,,,,,Hitmaker,T
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008.0,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,,,,,ASCII Media Works,CERO_B
Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,Key,T
Time Travelers,3DS,2012.0,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,,,,,LEVEL-5,CERO_C
WSC Real 11: World Snooker Championship,X360,2011.0,Sports,Koch Media,0.0,0.03,0.0,0.0,0.04,,,,,,
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
Syndicate Wars,PS,1997.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,,,,,Electronic Arts,
Sonic PC Collection,PC,2009.0,Misc,Sega,0.0,0.04,0.0,0.0,0.04,,,,,,ACB_G
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,,,,,WayForward,E
Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,,,,,Big Ape Productions,T
All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,,,,,Realtime Worlds,Eighteen
Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,,,,,Telltale Games,M
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,,,,,
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015.0,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,,,,,Experience Inc.,Sixteen
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,,,,,Sonnet,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,APOLLOSOFT,CERO_A
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Zatch Bell! Mamodo Fury,GC,2005.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,,,,
NHL Blades of Steel 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,,,,,,
Corpse Party: Blood Covered - Repeated Fear,3DS,2015.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,,
Berserk and the Band of the Hawk,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Koei Tecmo Games,Eighteen
Just Sing! Vol. 2,DS,2011.0,Misc,PQube,0.0,0.03,0.0,0.0,0.04,,,,,,
Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Namco,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,,,,,Humongous Entertainment,E
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.04,,,,,,
Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,,,,,Mindscape,T
Denki Blocks!,GBA,2001.0,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04,,,,,,Three
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,1C-Avalon,
A Ressha de Ikou DS,DS,2009.0,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04,,,,,Artdink,CERO_A
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Ruby Party,CERO_B
Ballistic,PS,1999.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04,,,,,THQ,E
Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,Big Ant Studios,E
Sega Rally 2006,PS2,2006.0,Racing,Unknown,0.0,0.0,0.04,0.0,0.04,,,,,M2,
Gundam Battle Online,DC,2001.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Bandai,
Shonen Jump's One Piece: Grand Adventure,GC,2006.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,,,,
NatGeo Challenge! Wild Life,Wii,2010.0,Misc,Black Bean Games,0.03,0.0,0.0,0.0,0.04,,,,,,
Holly Hobbie & Friends,DS,2007.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,,
Glacier2,Wii,2009.0,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,,,,,,
Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,,,,,iNiS,Three
Heathcliff! Frantic Foto,DS,2010.0,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,,,Storm City Games,E
Memories Off 6: T-Wave,PS2,2008.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,5pb.,
Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,
Ide Yosuke no Mahjong Kazoku,PS,1995.0,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04,,,,,,
R-Type Command (correct US sales),PSP,2007.0,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04,,,,,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001.0,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04,,,,,,
Dynasty Warriors Vol. 2 (JP sales),PSP,2006.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Crypt Killer,PS,1997.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,,,,,Konami,T
Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002.0,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04,,,,,,
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
PO'ed,PS,1996.0,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04,,,,,Any Channel,M
Battle Hunter,PS,1999.0,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04,,,,,Success Corporation,E
Wicked Monster Blast!,Wii,2011.0,Shooter,PQube,0.03,0.0,0.0,0.0,0.04,,,,,Valcon Games,E10
Adidas Power Soccer,PS,1996.0,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04,,,,,,E
Darklight Conflict,PS,1997.0,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04,,,,,Electronic Arts,E
Shin Hayarigami,PS3,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,Nippon Ichi Software,
Warriors Orochi 3,XOne,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,,,,,Koei Tecmo Games,CERO_B
Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,SNK,0.0,0.0,0.04,0.0,0.04,,,,,,
I'm A Celebrity: Get Me Out of Here!,DS,2009.0,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,,,,,,
Konami Arcade Classics,PS,1999.0,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,,,,,Konami,E
Hunter x Hunter: Wonder Adventure,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Netchubiyori,CERO_A
Minna no Chizu,PSP,2006.0,Misc,Zenrin,0.0,0.0,0.04,0.0,0.04,,,,,,
Doom II: Hell on Earth,GBA,2002.0,Shooter,Activision,0.03,0.01,0.0,0.0,0.04,,,,,Activision,T
Taikou Risshiden V,PSP,2009.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Koei,
Jikkyou Powerful Major League,GC,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Suzumiya Haruhi no Tsuisou,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Namco Bandai Games,CERO_B
Ar Nosurge: Ode to an Unborn Star,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Gust,T
Jikkyou World Soccer 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Sleepover Party,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,,,,,,
Tenshou Gakuen Gekkouroku,PS2,2006.0,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Arcadia Project,
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.0,0.0,0.01,0.04,,,,,,
Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,,,,,
Magical Starsign (JP sales),DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,
Pia Carrot e Youkoso!! 2.5,DC,2008.0,Adventure,NEC Interchannel,0.0,0.0,0.04,0.0,0.04,,,,,,
Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.0,0.04,,,,,,
Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,,,,,,
Winning Post 8 ,PSV,2014.0,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,CERO_A
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,,
Garfield: The Search for Pooky,GBA,2003.0,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04,,,,,,
Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04,,,,,,
Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Bandai Namco Studios,
Mr. Driller,PS,1999.0,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,,,,,Sony Computer Entertainment,E
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Otomate,CERO_B
Norn9: Norn + Nonette,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Otomate,CERO_C
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,Tomcat System,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04,,,tbd,,PQube,
Chaos;Head Noah,X360,2009.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,5pb.,CERO_Z
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009.0,Strategy,Aqua Plus,0.0,0.0,0.04,0.0,0.04,,,,,,
Logic Machines,DS,2009.0,Puzzle,City Interactive,0.03,0.0,0.0,0.0,0.04,,,,,,
Nobunaga's Ambition II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04,,,,,Atlus USA,E
Music Maker: Rockstar,PS2,2009.0,Misc,Magix,0.02,0.01,0.0,0.0,0.04,,,,,,
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008.0,Misc,GungHo,0.0,0.0,0.04,0.0,0.04,,,,,,
Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Fighting Vipers 2,DC,2000.0,Fighting,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
Richard Burns Rally,PC,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04,,,,,SCi Games,E
Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,0.03,0.01,0.0,0.0,0.04,,,,,,
Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04,,,,,,
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007.0,Misc,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,0.04,,,,,2K Games,Three
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Otomate,CERO_B
Trick x Logic: Season 2,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Chunsoft,
San Goku Shi DS 3,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Idea Factory,CERO_B
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
Jikkyou Powerful Major League 2009,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
SD Gundam Force: Showdown!,PS2,2004.0,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,,,,,,E
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Ailu de Puzzle,PSP,2012.0,Action,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,Capcom,
Transport Fever,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7,28.0,Good Shepherd Entertainment,Three
True Pinball,PS,1996.0,Misc,Ocean,0.02,0.01,0.0,0.0,0.04,,,,,Digital Illusions CE,E
Stadium Games,GBA,2003.0,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04,,,,,,
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
J-League Pro Striker 2,GEN,1994.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Koei,
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.04,0.0,0.04,,,,,Banpresto,CERO_A
Espgaluda II Black Label,X360,2010.0,Shooter,Cave,0.0,0.0,0.04,0.0,0.04,,,,,CAVE Interactive,
Hot Potato!,GBA,2001.0,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,,,,,BAM! Entertainment,E
The Croods: Prehistoric Party!,3DS,2013.0,Misc,D3Publisher,0.01,0.02,0.0,0.0,0.04,,,,,Torus Games,E
Kiniro no Corda 2 f,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Koei,CERO_A
Deception III: Dark Delusion,PS,1999.0,Role-Playing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04,,,,,Tecmo,M
Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04,,,,,Fatshark,M
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015.0,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.04,,,,,,
Half-Minute Hero 2,PSP,2011.0,Role-Playing,Rising Star Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Kuroshitsuji: Phantom & Ghost,DS,2009.0,Action,Square Enix,0.0,0.0,0.04,0.0,0.04,,,,,Square Enix,CERO_A
