Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,,,,,,
Dragon Age Origins: Awakening,PS3,2010.0,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.27,,,,,BioWare Edmonton,GRAC_Eighteen
Cake Mania 2: Jill's Next Adventure!,DS,2008.0,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,,,,,,
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,
And1 Streetball,PS2,2006.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,,,,
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008.0,Sports,DTP Entertainment,0.23,0.03,0.0,0.0,0.27,,,,,,
Sonic X: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.19,0.07,0.0,0.0,0.27,,,,,,
Gallop Racer 2: One and Only Road to Victory,PS,1997.0,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,,,,,,
Sesame Street: Cookie's Counting Carnival,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,,,,,Black Lantern Studios,EC
Dungeons & Dragons: Eye of the Beholder,GBA,2002.0,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,,,,,Infogrames,E
Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,0.19,0.06,0.0,0.02,0.26,,,,,,Seven
Gundam Breaker,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,Crafts & Meister,
The House of the Dead 2,DC,1998.0,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
A.C.E.: Another Century's Episode R,PS3,2010.0,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,,,,,,
Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
King's Field II,PS,1996.0,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,,,,,ASCII Entertainment,Twelve
NCAA Gamebreaker,PS,1996.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,,,
Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,,Sony Computer Entertainment,E
Love Plus,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,Konami,
Tales of Eternia,PSP,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.0,0.26,,,,,Namco Tales Studio,T
Tales of Innocence,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,Alfa System,
Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,0.26,0.0,0.26,,,,,Sega AM2,E
Rugrats: I Gotta Go Party,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,,,,,THQ,E
DS Bungaku Zenshuu,DS,2007.0,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26,,,,,,
Inazuma Eleven GO 3: Galaxy,3DS,2013.0,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,,,,,,
J Stars Victory Vs.,PS4,2015.0,Fighting,Namco Bandai Games,0.08,0.14,0.0,0.04,0.26,,,,,Spike Chunsoft,Twelve
Call of Duty: Black Ops 3,PC,2015.0,Shooter,Activision,0.0,0.25,0.0,0.01,0.26,,,,,Activision,Eighteen
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,,
Sengoku Basara 2,PS2,2006.0,Action,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,,
Hey Arnold! The Movie,GBA,2002.0,Platform,THQ,0.19,0.07,0.0,0.0,0.26,,,,,THQ,E
Tom and Jerry in War of the Whiskers,PS2,2002.0,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,,,VIS Entertainment,T
Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,,
TouchMaster 3(Others sales),DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,,,,,,
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,Konami,CERO_A
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006.0,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,,,,,Konami Digital Entertainment,E
Power Pro Kun Pocket 5,GBA,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,,,,,Konami,
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004.0,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26,,,,,,
Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,59.0,16.0,7.9,10.0,LEVEL-5,Twelve
The Amazing Spider-Man 2 (2014),PS3,2014.0,Action,Activision,0.06,0.14,0.02,0.04,0.26,,,,,Activision,USK_12
Hatsune Miku: Project Diva,PSP,2009.0,Misc,Sega,0.0,0.0,0.26,0.0,0.26,,,,,Dingo,CERO_B
Gundam Battle Universe,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,Artdink,
Sengoku Basara: Battle Heroes,PSP,2009.0,Action,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,Capcom,
Armorines: Project S.W.A.R.M.,N64,1999.0,Shooter,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,,,,,Acclaim Japan,T
Nightmare Creatures,N64,1996.0,Action,Activision,0.21,0.05,0.0,0.0,0.26,,,,,,
Star Wars Episode I: Battle for Naboo,N64,2000.0,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26,,,,,Factor 5,T
Duke Nukem: Zero Hour,N64,1999.0,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,,,,,Eurocom Entertainment Software,M
Yakuza: Ishin,PS3,2014.0,Action,Sega,0.0,0.0,0.26,0.0,0.26,,,,,Sega,CERO_D
RealSports Football,2600,1981.0,Sports,Atari,0.24,0.01,0.0,0.0,0.26,,,,,,
SD Gundam G Generation: Cross Drive,DS,2007.0,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,Namco Bandai Games,
Dungeons & Dragons Heroes,XB,2003.0,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,,,,,"Atari, Inc.",T
McGrath Vs. Pastrana Freestyle Motocross,PS,2000.0,Racing,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,,,,,,E
Classic NES Series: Bomberman,GBA,2004.0,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,,,,,Hudson Soft,Three
A.C.E.: Another Century's Episode,PS2,2005.0,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,,,,,,
X-Men vs. Street Fighter,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,Capcom,T
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.18,0.07,0.0,0.0,0.26,,,,,,
Marvel Super Heroes vs. Street Fighter,PS,1998.0,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02,0.26,,,,,,
J-League Pro Soccer Club wo Tsukurou!,SAT,1996.0,Sports,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
Call of Duty: Modern Warfare 3: Defiance,DS,2011.0,Shooter,Activision,0.19,0.04,0.0,0.02,0.26,,,,,n-Space,Sixteen
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005.0,Misc,THQ,0.19,0.06,0.0,0.01,0.26,,,,,WayForward Technologies,Three
Choro Q3,PS,1998.0,Racing,Takara,0.0,0.0,0.24,0.02,0.26,,,,,,
Lemony Snicket's A Series of Unfortunate Events,GC,2004.0,Platform,Activision,0.2,0.05,0.0,0.01,0.26,,,,,Adrenium,E
Bionicle: Matoran Adventures,GBA,2002.0,Platform,Electronic Arts,0.18,0.07,0.0,0.0,0.26,,,,,Electronic Arts,E
Armored Core: Master of Arena,PS,1999.0,Simulation,From Software,0.07,0.05,0.13,0.02,0.26,,,,,Agetec,T
Fire Emblem: Thracia 776,SNES,1999.0,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,,,,,,
Desert Falcon,2600,1987.0,Shooter,Atari,0.24,0.01,0.0,0.0,0.26,,,,,Krome Studios,E
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.0,Role-Playing,Hudson Soft,0.0,0.0,0.26,0.0,0.26,,,,,,
A.C.E.: Another Century's Episode 3: The Final,PS2,2007.0,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,,,,,,
Backyard NFL Football,GC,2002.0,Sports,Infogrames,0.2,0.05,0.0,0.01,0.26,,,,,,
Tomb Raider: Underworld (Others sales),PS2,2009.0,Adventure,Eidos Interactive,0.0,0.21,0.0,0.04,0.26,,,,,,
NHL Rock the Rink,PS,1999.0,Sports,Electronic Arts,0.14,0.1,0.0,0.02,0.26,,,,,,
Super Robot Taisen R,GBA,2002.0,Strategy,Banpresto,0.0,0.0,0.25,0.01,0.26,,,,,Banpresto,
Doukyuusei if,SAT,1996.0,Role-Playing,NEC,0.0,0.0,0.26,0.0,0.26,,,,,NEC Avenue,
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998.0,Sports,Axela,0.0,0.0,0.24,0.02,0.25,,,,,,
Kidou Senshi Gundam: Giren no Yabou,SAT,1998.0,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25,,,,,Bandai,
Spelling Challenges and more!,PSP,2007.0,Misc,Crave Entertainment,0.24,0.0,0.0,0.02,0.25,,,,,Crave Entertainment,E
Crusaders of Might and Magic,PS,1999.0,Role-Playing,3DO,0.14,0.1,0.0,0.02,0.25,,,,,,
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005.0,Racing,Codemasters,0.0,0.25,0.0,0.0,0.25,,,,,,
Romance of the Three Kingdoms II,SNES,1991.0,Strategy,Tecmo Koei,0.0,0.0,0.25,0.0,0.25,,,,,Koei,
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006.0,Action,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.25,,,,,Disney Interactive Studios,E
Final Fantasy Type-0,XOne,2015.0,Role-Playing,Square Enix,0.16,0.07,0.0,0.02,0.25,,,,,HexaDrive,CERO_C
Galactic Attack,SAT,1994.0,Shooter,Acclaim Entertainment,0.0,0.0,0.25,0.0,0.25,,,,,Taito,E
Power Pro Kun Pocket 2,GB,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25,,,,,,
Evil Zone,PS,1998.0,Fighting,Titus,0.14,0.1,0.0,0.02,0.25,,,,,,
Spy Kids Challenger,GBA,2002.0,Platform,Disney Interactive Studios,0.18,0.07,0.0,0.0,0.25,,,,,Dimension Interactive,E
K-ON! Houkago Live!!,PSP,2010.0,Misc,Sega,0.0,0.0,0.25,0.0,0.25,,,,,Sega Corporation,CERO_A
A. IV Evolution: A Ressha de Ikou 4,PS,1994.0,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25,,,,,Artdink,
Exhibition,XB,2001.0,Misc,Microsoft Game Studios,0.19,0.05,0.0,0.01,0.25,,,,,,
Scrabble,PS,1999.0,Misc,Ubisoft,0.14,0.1,0.0,0.02,0.25,,,,,Hasbro Interactive,E
Blaster Master: Blasting Again,PS,2000.0,Shooter,Sunsoft,0.14,0.1,0.0,0.02,0.25,,,,,,
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.18,0.07,0.0,0.0,0.25,,,,,,
WipEout XL,PS,1996.0,Racing,Psygnosis,0.14,0.1,0.0,0.02,0.25,93.0,8.0,8.7,20.0,Psygnosis,E
Dynasty Warriors 6 (JP sales),PS2,2008.0,Action,Tecmo Koei,0.0,0.0,0.25,0.0,0.25,,,,,,
Final Fantasy II,WS,2001.0,Role-Playing,SquareSoft,0.0,0.0,0.25,0.0,0.25,,,,,,
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997.0,Role-Playing,Gust,0.0,0.0,0.23,0.02,0.25,,,,,Gust,
Samurai Shodown II,NG,1994.0,Fighting,SNK,0.0,0.0,0.25,0.0,0.25,,,,,,
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009.0,Misc,Mentor Interactive,0.23,0.0,0.0,0.02,0.25,,,,,,
SpongeBob's Truth or Square (US sales),X360,2009.0,Action,THQ,0.25,0.0,0.0,0.0,0.25,,,,,,
Fox Sports College Hoops '99,N64,1998.0,Sports,Fox Interactive,0.2,0.05,0.0,0.0,0.25,,,,,Fox Interactive,E
Wheel of Fortune,N64,2003.0,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0,0.25,,,,,,
MRC: Multi-Racing Championship,N64,1997.0,Racing,Ocean,0.2,0.05,0.0,0.0,0.25,,,,,Imagineer,E
F1 Pole Position 64,N64,1997.0,Racing,Ubisoft,0.11,0.13,0.0,0.01,0.25,,,,,Human Entertainment,E
Gex 64: Enter the Gecko,N64,1998.0,Action,GT Interactive,0.2,0.05,0.0,0.0,0.25,,,,,Crystal Dynamics,E
Wayne Gretzky's 3D Hockey '98,N64,1997.0,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,,,,,Midway,E
NBA Courtside 2 featuring Kobe Bryant,N64,1999.0,Sports,Nintendo,0.2,0.05,0.0,0.0,0.25,,,,,Nintendo,E
Hybrid Heaven,N64,1999.0,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0.0,0.25,,,,,Konami,T
NBA Showtime: NBA on NBC,N64,1999.0,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,,,,,Midway,E
Scooby-Doo! Unmasked,PS2,2005.0,Platform,THQ,0.12,0.1,0.0,0.03,0.25,,,,,THQ,E
Penny Racers,PS,1996.0,Racing,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25,,,,,,
Caesars Palace II,PS,1998.0,Misc,Interplay,0.14,0.09,0.0,0.02,0.25,,,,,Runecraft,E
Pro Yakyuu Team o Tsukurou!,SAT,1998.0,Sports,Sega,0.0,0.0,0.25,0.0,0.25,,,,,,
Sentimental Graffiti,SAT,1998.0,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0,0.25,,,,,NEC Interchannel,
Avatar: The Last Airbender - The Burning Earth,Wii,2007.0,Action,THQ,0.23,0.0,0.0,0.02,0.25,,,,,THQ,E10
Shin Megami Tensei x Fire Emblem,WiiU,2015.0,Role-Playing,Nintendo,0.12,0.05,0.06,0.02,0.25,,,,,,
Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.0,0.0,0.25,0.0,0.25,,,,,,
NBA Jam Tournament Edition,PS,1995.0,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,,,,,High Voltage Software,E
Medabots AX: Metabee,GBA,2002.0,Role-Playing,Natsume,0.18,0.07,0.0,0.0,0.25,,,,,Natsume Inc.,E
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.01,0.25,,,,,,
Kung Fu Panda 2,X360,2011.0,Action,THQ,0.16,0.06,0.0,0.02,0.25,,,,,THQ,E10
Shadow Man,PS,1998.0,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,,,,,,
Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006.0,Role-Playing,Nintendo,0.0,0.01,0.24,0.0,0.25,,,,,Vanpool,Twelve
Netsu Chu! Pro Yakyuu 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25,,,,,,
"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.22,0.01,0.0,0.02,0.25,,,,,THQ,E
Porky's,2600,1982.0,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25,,,,,,
F1 2000,PS,2000.0,Racing,Electronic Arts,0.14,0.09,0.0,0.02,0.25,,,,,,E
WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,,,,,Evolution Studios,Three
Dune 2000,PS,1999.0,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25,,,,,Electronic Arts,T
Monster Hunter G,Wii,2009.0,Role-Playing,Capcom,0.0,0.0,0.25,0.0,0.25,,,,,Capcom,CERO_C
UEFA Euro 2008 Austria-Switzerland,PSP,2008.0,Sports,Electronic Arts,0.06,0.12,0.0,0.06,0.25,,,,,,
Project Overkill,PS,1996.0,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25,,,,,Konami,M
Jumping Flash! 2,PS,1996.0,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,,,,,MuuMuu,E
U-Sing: Girls Night,Wii,2010.0,Misc,Mindscape,0.0,0.21,0.0,0.04,0.25,,,,,,
Choro Q2,PS,1997.0,Racing,Takara,0.0,0.0,0.23,0.02,0.25,,,,,Tamsoft,
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.18,0.01,0.25,,,,,,
Sorry! / Aggravation / Scrabble Junior,GBA,2005.0,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25,,,,,,
The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.25,,,,,Telltale Games,Eighteen
Classic NES Series: Xevious,GBA,2004.0,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25,,,,,Nintendo,E
Avatar: The Last Airbender - Into the Inferno,PS2,2008.0,Adventure,THQ,0.12,0.09,0.0,0.03,0.25,,,,,THQ,E10
Tales of Hearts,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,,,,,Namco Tales Studio,CERO_B
Jikkyou Powerful Pro Yakyuu 2001,PS,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24,,,,,,
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,Konami,CERO_A
Panzer General,PS,1995.0,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24,,,,,,
Gallop Racer (JP),PS,1996.0,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,,,,,,
Spawn the Eternal,PS,1997.0,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02,0.24,,,,,,
Guitar Freaks,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24,,,,,Konami,
World Soccer Winning Eleven 7,PS2,2003.0,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,,,,,Konami,
SRS: Street Racing Syndicate,XB,2004.0,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,,,,,KISS ltd,T
Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24,,,,,,
Marvel vs. Capcom Origins,PS2,2006.0,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,,,,,,
Pro Yaky? Spirits 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
Atelier Meruru: Alchemist of Arland 3,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,,,,,NIS America,Twelve
K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24,,,,,,
G-Police,PS,1997.0,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24,,,,,Psygnosis,E
Command & Conquer 3: Kane's Wrath,X360,2008.0,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24,,,,,EA Los Angeles,Sixteen
Summon Night 3,PS2,2003.0,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24,,,,,Flight-Plan,
Pro Yaky? Spirits 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
Chibi-Robo! Zip Lash,3DS,2015.0,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,,,,,Skip Ltd.,Seven
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006.0,Misc,Sega,0.0,0.0,0.24,0.0,0.24,,,,,,
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.17,0.06,0.0,0.0,0.24,,,,,,
Paws & Claws: Pet Resort,DS,2008.0,Simulation,THQ,0.22,0.0,0.0,0.02,0.24,,,,,THQ,E
Sakura Wars: Atsuki Chishio Ni,PS2,2003.0,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24,,,,,,
Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005.0,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24,,,,,,
Jikkyou Powerful Pro Yakyuu 15,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
Front Line,2600,1981.0,Action,Taito,0.22,0.01,0.0,0.0,0.24,,,,,,
Ready 2 Rumble Boxing: Round 2,N64,2000.0,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24,,,,,Midway,T
Army Men: Air Combat,N64,2000.0,Action,3DO,0.19,0.05,0.0,0.0,0.24,,,,,The 3DO Company,T
Paperboy,N64,1999.0,Action,Midway Games,0.19,0.05,0.0,0.0,0.24,,,,,,
South Park: Chef's Luv Shack,N64,1999.0,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24,,,,,Acclaim Entertainment,M
Midway's Greatest Arcade Hits Volume 1,N64,2000.0,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24,,,,,Digital Eclipse,E
Road Rash 64,N64,1999.0,Racing,THQ,0.19,0.05,0.0,0.0,0.24,,,,,THQ,T
Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009.0,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,,,,,BEC,CERO_A
Lucky Luke,PS,1998.0,Platform,Ocean,0.13,0.09,0.0,0.02,0.24,,,,,Infogrames Europe,E
LEGO The Hobbit,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.02,0.24,,,,,TT Games,E10
Densetsu no Stafi 3,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24,,,,,,
Forsaken,PS,1998.0,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24,,,,,Acclaim Entertainment,M
Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003.0,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
The Hobbit,XB,2003.0,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24,,,,,Inevitable Entertainment,E
FIFA 14,3DS,2013.0,Sports,Electronic Arts,0.0,0.22,0.0,0.01,0.24,,,,,EA Canada,E
