Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
NBA Hangtime,N64,1997.0,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57,,,,,Midway,E
Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.57,,,,,Marvelous Interactive,E
Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.57,,,tbd,,,
Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57,,,,,,
SD Gundam G Generation Neo,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,,,,,Bandai,
Bob the Builder: Can We Fix It?,PS,2000.0,Action,THQ,0.31,0.21,0.0,0.04,0.57,,,,,,
The Incredible Hulk,GBA,2003.0,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56,,,,,Universal Interactive Studios,E
Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.27,0.14,0.12,0.04,0.56,,,,,,
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004.0,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,,,,,Konami,E
Army Men: Sarge's Heroes,PS,1999.0,Action,3DO,0.31,0.21,0.0,0.04,0.56,,,,,,
Backyard NFL Football,GBA,2002.0,Sports,Infogrames,0.4,0.15,0.0,0.01,0.56,,,,,,
Minecraft: Story Mode,XOne,2015.0,Adventure,Mojang,0.3,0.21,0.0,0.05,0.56,,,,,Mojang Studios,E10
NASCAR Rumble,PS,2000.0,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56,,,,,Electronic Arts,E
Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,,,,,Capcom,M
Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.45,0.0,0.56,,,,,,
Hamtaro: Ham-Hams Unite!,GB,2001.0,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56,,,,,,
Yokai Sangokushi,3DS,2016.0,Action,Level 5,0.0,0.0,0.56,0.0,0.56,,,,,,
Yu-Gi-Oh! Reshef of Destruction,GBA,2003.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,,,,,Konami,E
Fatal Fury Special,SNES,1994.0,Fighting,Takara,0.0,0.0,0.56,0.0,0.56,,,,,,
DS Bimoji Training,DS,2008.0,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56,,,,,Nintendo,
NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55,,,,,Midway,E
The Godfather (old US sales),XB,2006.0,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55,,,,,,
Daytona USA,SAT,1994.0,Racing,Sega,0.0,0.0,0.55,0.0,0.55,,,,,,
Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,0.52,0.04,0.55,,,,,Banpresto,
Jump Super Stars,DS,2005.0,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55,,,,,Nintendo,
The Activision Decathlon,2600,1982.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55,,,,,,
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.0,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.55,,,,,Taito,
Fighting Force 2,PS,1999.0,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,,,,,Eidos Interactive,T
Sakura Wars,SAT,1996.0,Adventure,Sega,0.0,0.0,0.55,0.0,0.55,,,,,,
Ratchet & Clank: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.0,0.52,0.0,0.04,0.55,,,,,Insomniac Games,E10
Derby Stallion 04,PS2,2004.0,Sports,Enterbrain,0.0,0.0,0.55,0.0,0.55,,,,,Enterbrain,
Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55,,,,,Activision,E
Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55,,,,,LucasArts,T
LEGO Dimensions,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0.0,0.09,0.55,,,6.4,18.0,Traveller's Tales,E10
The Amazing Spider-Man 2 (2014),PS4,2014.0,Action,Activision,0.2,0.25,0.02,0.09,0.55,,,,,Activision,USK_12
SD Gundam G Generation Zero,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55,,,,,Bandai,
Super Robot Taisen F,SAT,1997.0,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,,,,,Banpresto,
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.0,Sports,Sega,0.0,0.0,0.55,0.0,0.55,,,,,,
Secret Agent Clank(US sales),PSP,2008.0,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55,,,,,,
SpongeBob SquarePants: SuperSponge,GBA,2001.0,Action,THQ,0.39,0.15,0.0,0.01,0.55,,,,,Climax Group,E
Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,,,,,,
Madagascar: Escape 2 Africa,Wii,2008.0,Action,Activision,0.31,0.18,0.0,0.05,0.55,,,,,Amaze Entertainment,E
Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,,,,,Midway Games,M
Star Wars Battlefront (2015),PC,2015.0,Shooter,Electronic Arts,0.13,0.38,0.0,0.04,0.55,,,,,,
Grease,Wii,2010.0,Misc,505 Games,0.26,0.24,0.0,0.05,0.55,,,,,505 Games,E10
Donkey Kong Jungle Climber,DS,2007.0,Platform,Nintendo,0.25,0.03,0.24,0.03,0.55,,,,,Paon,E
Top Gun: Fire at Will!,PS,1996.0,Misc,Microprose,0.3,0.21,0.0,0.04,0.55,,,,,"Spectrum HoloByte, Inc.",E
SingStar Summer Party,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54,,,,,SCE London Studio,
FIFA Soccer 07,XB,2006.0,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54,,,,,EA Canada,E
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.0,Sports,SquareSoft,0.0,0.0,0.54,0.0,0.54,,,,,,
Medarot 2: Kabuto / Kuwagata Version,GB,1999.0,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54,,,,,,
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54,,,,,,
Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54,,,,,,
SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54,,,,,KISS ltd,T
Action Force,2600,1982.0,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,,,,,,
FIFA 99,N64,1998.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54,,,,,EA Sports,E
Gauntlet Legends,N64,1999.0,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,,,,,Midway Games West,
Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54,,,,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.0,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54,,,,,,
Bust A Groove,PS,1998.0,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54,,,,,Metro Graphics,E
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54,,,,,Chunsoft,
Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54,,,,,,
World Soccer Winning Eleven 7 International (JP version),PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54,,,,,,
Let's Draw!,DS,2008.0,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54,,,,,,
Popeye,2600,1982.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54,,,,,,
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,Sega,0.0,0.0,0.53,0.0,0.53,,,,,Red Company,
Inazuma Eleven GO,3DS,2011.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.53,,,,,LEVEL-5,Twelve
Clock Tower,PS,1996.0,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,,,,,ASCII Entertainment,M
Jampack Volume 11,PS2,2004.0,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,,,,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.38,0.14,0.0,0.01,0.53,,,,,,
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.0,Misc,Sega,0.4,0.11,0.0,0.02,0.53,,,,,,
Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53,,,,,Eidos Interactive,T
Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53,,,,,,
Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53,,,,,,
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,,,,iNiS,Seven
Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,,,,,
Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.13,0.38,0.02,0.53,,,,,LEVEL-5,E10
Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53,,,,,Capcom,T
Spider-Man,N64,2000.0,Action,Activision,0.43,0.09,0.0,0.01,0.53,,,,,Neversoft Entertainment,E
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,Nintendo,0.05,0.21,0.25,0.02,0.53,,,,,Sega Sports R&D,E10
Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.53,,,,,Square,E10
LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,0.04,0.53,,,6.1,18.0,Traveller's Tales,E10
J-League Soccer: Prime Goal 2,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53,,,,,,
Wayne Gretzky's 3D Hockey,N64,1996.0,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53,,,,,Atari Games,E
NASCAR 2000,N64,1999.0,Racing,Electronic Arts,0.49,0.03,0.0,0.0,0.53,,,,,Electronic Arts,E
Pachi-Slot Aruze Oukoku 4,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.49,0.03,0.53,,,,,,
Tales of Destiny,PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52,,,,,Namco Bandai Games,
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.0,Simulation,Electronic Arts,0.49,0.0,0.0,0.03,0.52,,,,,,
Mega Man 6,NES,1993.0,Platform,Capcom,0.28,0.07,0.16,0.01,0.52,,,,,,
FIFA 12,PSP,2011.0,Sports,Electronic Arts,0.12,0.25,0.02,0.13,0.52,,,,,EA Sports,
Mission: Impossible,PS,1999.0,Action,Infogrames,0.29,0.2,0.0,0.03,0.52,,,,,Ocean Software,T
Rival Schools: United By Fate,PS,1998.0,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52,,,,,Capcom,T
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.0,Sports,Sega,0.0,0.0,0.52,0.0,0.52,,,,,,
Front Mission 3,PS,1999.0,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52,,,,,Square Electronic Arts,Twelve
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.0,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52,,,,,,
 Frozen: Olaf's Quest,DS,2013.0,Platform,Disney Interactive Studios,0.21,0.26,0.0,0.04,0.52,,,,,Avanquest Software,E
Omega Boost,PS,1999.0,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52,,,,,Polyphony Digital,E
NFL 2K3,XB,2002.0,Sports,Sega,0.38,0.11,0.0,0.02,0.52,,,,,Visual Concepts,E
Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,0.22,0.21,0.0,0.09,0.52,,,,,Avalanche Software,Seven
Go Diego Go! Safari Rescue,Wii,2008.0,Action,Take-Two Interactive,0.47,0.0,0.0,0.04,0.52,,,,,,
Jampack Winter 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52,,,,,,
LEGO Marvel Super Heroes,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0.0,0.11,0.51,,,,,TT Games,E10
Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,0.19,0.26,0.02,0.04,0.51,,,,,Sega,Seven
Fishing Derby,2600,1980.0,Sports,Activision,0.48,0.03,0.0,0.01,0.51,,,,,Activision,E
International Track & Field,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,,,,,Konami,E
Jikkyou Powerful Pro Yakyuu 10,PS2,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51,,,,,,
Virtual Pool,PS,1997.0,Sports,Interplay,0.28,0.19,0.0,0.03,0.51,,,,,,E
Jam With the Band,DS,2008.0,Misc,Nintendo,0.0,0.0,0.51,0.0,0.51,,,,,Nintendo SPD Software Development Group,
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.0,Misc,THQ,0.37,0.14,0.0,0.01,0.51,,,,,THQ,
Wrecking Crew,NES,1985.0,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51,,,,,Nintendo,E
Rugrats: Scavenger Hunt,N64,1999.0,Misc,THQ,0.41,0.09,0.0,0.01,0.51,,,,,THQ,E
International Superstar Soccer 2000 (All region sales),N64,1999.0,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,,,,,,
Dai-4-Ji Super Robot Taisen S,PS,1996.0,Strategy,Banpresto,0.0,0.0,0.48,0.03,0.51,,,,,Banpresto,
Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,,,,,Arkane Studios,M
Petz: Hamsterz Life 2,DS,2007.0,Misc,Ubisoft,0.47,0.0,0.0,0.04,0.51,,,tbd,,,E
Final Fantasy,WS,2000.0,Role-Playing,SquareSoft,0.0,0.0,0.51,0.0,0.51,,,,,,
River Raid II,2600,1988.0,Shooter,Activision,0.47,0.03,0.0,0.01,0.51,,,,,Activision,E
Monopoly Party,PS2,2002.0,Misc,Infogrames,0.25,0.19,0.0,0.06,0.51,,,,,Infogrames,E
NHL FaceOff 98,PS,1997.0,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51,,,,,,E
Midnight Magic,2600,1983.0,Action,Atari,0.47,0.03,0.0,0.01,0.5,,,,,,
Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,Capcom,0.0,0.0,0.5,0.0,0.5,,,,,,
Blue's Clues: Blue's Big Musical,PS,2001.0,Misc,THQ,0.28,0.19,0.0,0.03,0.5,,,,,Viacom New Media,EC
Paws & Claws: Dogs & Cats Best Friends,DS,2007.0,Simulation,THQ,0.46,0.01,0.0,0.04,0.5,,,,,Toy Headquarters,Three
Chopper Command,2600,1982.0,Shooter,Activision,0.47,0.03,0.0,0.01,0.5,,,,,Activision,E
Prince of Persia Trilogy,PS3,2010.0,Action,Ubisoft,0.17,0.24,0.0,0.09,0.5,,,,,Ubisoft Montreal,Sixteen
Rugrats in Paris: The Movie,N64,2000.0,Action,THQ,0.4,0.09,0.0,0.01,0.5,,,,,Avalanche Software,E
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.0,Adventure,GSP,0.12,0.32,0.0,0.06,0.5,,,,,,
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.0,Shooter,Activision,0.24,0.18,0.0,0.08,0.5,,,,,,
Super Robot Taisen MX,PS2,2004.0,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5,,,,,Banpresto,
Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5,,,,,Jaleco,E
Star Wars: Clone Wars,PS2,2002.0,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5,,,,,LucasArts,T
Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,,,,,
Super Robot Taisen Z,PS2,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,,,,,
PoPoLoCrois Monogatari,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5,,,,,G-Artists,
RealSports Tennis,2600,1982.0,Sports,Atari,0.46,0.03,0.0,0.01,0.5,,,,,,
Raiders of the Lost Ark,2600,1981.0,Action,Atari,0.46,0.03,0.0,0.01,0.5,,,,,,
Gauntlet,2600,1982.0,Action,Answer Software,0.46,0.03,0.0,0.01,0.5,,,,,,
Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.07,0.49,,,7.6,35.0,SCS Software,Three
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.0,Action,Square Enix,0.0,0.0,0.49,0.0,0.49,,,,,Koei Tecmo Games,Twelve
Ice Hockey,2600,1980.0,Sports,Activision,0.46,0.03,0.0,0.01,0.49,,,,,,
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,,,,,,
Mario & Wario,SNES,1993.0,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49,,,,,,
FIFA Soccer 64,N64,1997.0,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49,,,,,EA Canada,E
Epic Mickey: Power of Illusion,3DS,2012.0,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,,,,Disney Interactive Studios,E
Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.22,0.01,0.05,0.49,,,,,IO Interactive,Eighteen
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,0.0,0.0,0.49,0.0,0.49,,,,,,
WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49,,,,,SCE Studio Liverpool,Three
Taiko no Tatsujin: Appare Sandaime,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,,,,,Namco Limited,
One Piece: Grand Battle!,PS,2001.0,Fighting,Atari,0.0,0.0,0.46,0.03,0.49,,,,,Ganbarion,
Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,0.08,0.3,0.01,0.09,0.49,,,,,Sega,Seven
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.0,Shooter,Activision,0.25,0.01,0.0,0.22,0.49,,,,,,
Die Hard Trilogy 2: Viva Las Vegas,PS,1999.0,Action,Fox Interactive,0.27,0.18,0.0,0.03,0.49,,,,,,
