Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.0,Shooter,Activision,0.24,0.18,0.0,0.08,0.5,,,,,
Super Robot Taisen MX,PS2,2004.0,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5,,,,,
Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.45,0.01,0.0,0.04,0.5,59.0,29.0,6.3,9.0,E
Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5,,,,,E
Dead or Alive Ultimate,XB,2004.0,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,
RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,66.0,11.0,8.2,9.0,E
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,E
Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.34,0.01,0.05,0.5,56.0,23.0,tbd,,E
Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,65.0,10.0,7.4,5.0,E10
Burnout Revenge,X360,2006.0,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5,89.0,61.0,8.1,140.0,E10
Star Wars: Clone Wars,PS2,2002.0,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5,,,,,T
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,0.24,0.19,0.0,0.06,0.5,65.0,8.0,7.3,8.0,E
Madden NFL 13,Wii,2012.0,Sports,Electronic Arts,0.47,0.0,0.0,0.03,0.5,,,7.3,4.0,
Madden NFL 11,PS2,2010.0,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5,,,7,4.0,E
Monster Hunter,PS2,2004.0,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68.0,37.0,8.9,46.0,T
NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,80.0,42.0,8.2,30.0,E
Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,0.38,0.1,0.0,0.01,0.5,82.0,30.0,8.9,17.0,T
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,0.06,0.5,80.0,25.0,8.7,16.0,E
Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,,,,
Shrek SuperSlam,PS2,2005.0,Action,Activision,0.24,0.19,0.0,0.06,0.5,67.0,21.0,9,26.0,E10
Rayman Advance,GBA,2001.0,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5,84.0,17.0,8.4,16.0,E
Super Robot Taisen Z,PS2,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,,,,
PoPoLoCrois Monogatari,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5,,,,,
Wet,X360,2009.0,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5,69.0,79.0,7.3,86.0,Eighteen
Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5,,,8.2,29.0,T
Fantastic 4,PS2,2005.0,Action,Activision,0.41,0.01,0.0,0.07,0.5,64.0,42.0,7.8,19.0,T
Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,50.0,19.0,7.3,6.0,T
RealSports Tennis,2600,1982.0,Sports,Atari,0.46,0.03,0.0,0.01,0.5,,,,,
Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,0.24,0.19,0.0,0.06,0.5,,,tbd,,Three
Raiders of the Lost Ark,2600,1981.0,Action,Atari,0.46,0.03,0.0,0.01,0.5,,,,,
Gauntlet,2600,1982.0,Action,Answer Software,0.46,0.03,0.0,0.01,0.5,,,,,
Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,70.0,67.0,8.1,157.0,Eighteen
Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49,81.0,35.0,8,16.0,
Spider-Man 2,DS,2004.0,Action,Activision,0.41,0.02,0.03,0.04,0.49,61.0,46.0,5,6.0,E
Ridge Racer 3D,3DS,2011.0,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,75.0,59.0,7.2,56.0,E
Picross 3D,DS,2009.0,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,83.0,35.0,8.4,33.0,Three
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54.0,22.0,7,28.0,T
Cars Mater-National Championship,Wii,2007.0,Racing,THQ,0.46,0.0,0.0,0.04,0.49,,,6.7,6.0,
Tony Hawk's Underground 2,GBA,2004.0,Sports,Activision,0.35,0.13,0.0,0.01,0.49,70.0,4.0,tbd,,E
Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,55.0,57.0,5.5,31.0,E
Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.07,0.49,,,7.6,35.0,Three
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.0,Platform,THQ,0.44,0.02,0.0,0.04,0.49,57.0,16.0,5.6,7.0,E
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.0,Action,Square Enix,0.0,0.0,0.49,0.0,0.49,,,,,Twelve
F1 2012,X360,2012.0,Racing,Codemasters,0.1,0.34,0.0,0.05,0.49,84.0,42.0,6.9,56.0,Three
NBA 2K11,Wii,2010.0,Action,Take-Two Interactive,0.46,0.01,0.0,0.03,0.49,,,tbd,,CERO_A
Ice Hockey,2600,1980.0,Sports,Activision,0.46,0.03,0.0,0.01,0.49,,,,,
Tony Hawk's Project 8,X360,2006.0,Sports,Activision,0.44,0.02,0.0,0.04,0.49,81.0,65.0,7.6,38.0,CERO_A
Babysitting Mama,Wii,2010.0,Simulation,505 Games,0.33,0.12,0.0,0.04,0.49,,,tbd,,E
Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58.0,34.0,7.2,46.0,Twelve
The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49,69.0,42.0,7.9,42.0,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005.0,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,66.0,13.0,7.6,28.0,E10
Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.14,0.07,0.03,0.49,59.0,34.0,6.5,144.0,Seven
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.38,0.1,0.0,0.01,0.49,64.0,25.0,6.9,20.0,T
Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.49,57.0,37.0,5.3,54.0,E10
The Price is Right,DS,2008.0,Misc,Ubisoft,0.46,0.0,0.0,0.04,0.49,,,tbd,,E
Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,0.35,0.13,0.0,0.01,0.49,49.0,5.0,,,
GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49,61.0,55.0,7.2,20.0,T
Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78.0,36.0,8.7,180.0,Twelve
The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49,85.0,16.0,7.7,22.0,Seven
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49,81.0,29.0,7.7,111.0,Seven
Grandia III,PS2,2005.0,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,77.0,38.0,8.3,53.0,T
Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,Sixteen
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,,,,,
Mario & Wario,SNES,1993.0,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49,,,,,
Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,76.0,41.0,8.4,46.0,M
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65.0,69.0,6.4,110.0,Eighteen
FIFA Soccer 64,N64,1997.0,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49,,,,,E
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,0.29,0.15,0.0,0.05,0.49,,,tbd,,
Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,LucasArts,0.42,0.03,0.0,0.04,0.49,61.0,12.0,5,8.0,E10
Epic Mickey: Power of Illusion,3DS,2012.0,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,,,,E
Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.22,0.01,0.05,0.49,,,,,Eighteen
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,0.0,0.0,0.49,0.0,0.49,,,,,
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,THQ,0.45,0.0,0.0,0.04,0.49,56.0,7.0,7.3,4.0,E
Backyard Baseball,PS2,2004.0,Sports,Atari,0.24,0.19,0.0,0.06,0.49,,,7.2,10.0,E
WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49,,,,,Three
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.49,,,4.6,77.0,Eighteen
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,Universal Interactive,0.24,0.19,0.0,0.06,0.49,,,6.6,10.0,E
Pokemon Art Academy ,3DS,2014.0,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76.0,22.0,7.7,19.0,E
Taiko no Tatsujin: Appare Sandaime,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,,,,,
One Piece: Grand Battle!,PS,2001.0,Fighting,Atari,0.0,0.0,0.46,0.03,0.49,,,,,
Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,0.08,0.3,0.01,0.09,0.49,,,,,Seven
Medal of Honor,PC,2010.0,Shooter,Electronic Arts,0.2,0.23,0.0,0.06,0.49,72.0,26.0,6.4,516.0,Eighteen
Asphalt 3D,3DS,2011.0,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43.0,37.0,4.4,24.0,E10
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.0,Shooter,Activision,0.25,0.01,0.0,0.22,0.49,,,,,
Crazy Taxi,GC,2001.0,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,69.0,20.0,7.5,21.0,E10
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,72.0,50.0,7.6,41.0,Twelve
Spy Hunter 2,PS2,2003.0,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49,57.0,30.0,6.4,8.0,
Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,66.0,7.0,tbd,,E
Die Hard Trilogy 2: Viva Las Vegas,PS,1999.0,Action,Fox Interactive,0.27,0.18,0.0,0.03,0.49,,,,,
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49,,,,,
Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,36.0,7.0,3.6,16.0,Sixteen
Tales of Legendia,PS2,2005.0,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72.0,37.0,7.7,38.0,T
SimCity 2000,SNES,1995.0,Simulation,THQ,0.0,0.0,0.49,0.0,0.49,,,,,Three
FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49,84.0,5.0,6.1,31.0,
Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,CLASS_IND_L
Bravely Second: End Layer,3DS,2015.0,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,81.0,70.0,7.4,103.0,Twelve
Alone in the Dark,X360,2008.0,Adventure,Atari,0.14,0.3,0.0,0.05,0.48,58.0,53.0,5.7,162.0,M
Football Manager Handheld 2009,PSP,2008.0,Sports,Sega,0.0,0.47,0.0,0.02,0.48,,,,,
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,Nintendo,0.06,0.07,0.34,0.01,0.48,,,,,E
Shrek the Third,PS2,2007.0,Action,Activision,0.4,0.02,0.0,0.07,0.48,56.0,18.0,6.1,9.0,E10
Madagascar: Operation Penguin,GBA,2005.0,Action,Activision,0.35,0.13,0.0,0.01,0.48,,,tbd,,E
Need for Speed: Porsche Unleashed,GBA,2004.0,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48,62.0,4.0,7.8,8.0,Three
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48,,,,,
Far Cry 2,PC,2008.0,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,Sixteen
NFL Street 2,XB,2004.0,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,78.0,44.0,6.5,11.0,Three
Millipede,2600,1983.0,Shooter,Atari,0.45,0.03,0.0,0.01,0.48,,,,,
The Legend of the Mystical Ninja,SNES,1991.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48,,,,,
Mad Max (2015),XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.48,,,,,M
Rock Band Unplugged,PSP,2009.0,Misc,MTV Games,0.24,0.14,0.0,0.1,0.48,79.0,50.0,8.6,31.0,T
Ultimate I Spy,Wii,2008.0,Adventure,Scholastic Inc.,0.45,0.0,0.0,0.03,0.48,,,tbd,,E
Jeopardy!,PS2,2003.0,Misc,Atari,0.24,0.18,0.0,0.06,0.48,,,,,
Destroy All Humans! 2,PS2,2006.0,Action,THQ,0.4,0.02,0.0,0.07,0.48,,,,,T
Skylanders: SuperChargers,WiiU,2015.0,Action,Activision,0.25,0.19,0.0,0.04,0.48,87.0,13.0,5.6,65.0,
ECW Hardcore Revolution,PS,1999.0,Fighting,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48,,,,,
You're in the Movies,X360,2008.0,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48,55.0,21.0,5.5,20.0,E
Cars 2,X360,2011.0,Racing,Disney Interactive Studios,0.28,0.15,0.0,0.05,0.48,,,,,Seven
Scene It? Lights Camera Action,X360,2007.0,Misc,Microsoft Game Studios,0.43,0.01,0.0,0.04,0.48,73.0,41.0,8.1,21.0,T
MotorStorm: Apocalypse,PS3,2011.0,Racing,Sony Computer Entertainment,0.21,0.19,0.0,0.08,0.48,77.0,74.0,7.7,155.0,Sixteen
Dark Sector,X360,2008.0,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,72.0,71.0,7.5,147.0,M
Wu-Tang: Shaolin Style,PS,1998.0,Fighting,Activision,0.27,0.18,0.0,0.03,0.48,,,,,
Tiger Woods PGA Tour 07,X360,2007.0,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,80.0,44.0,7.9,21.0,
Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,Electronic Arts,0.29,0.15,0.0,0.04,0.48,80.0,64.0,8.1,79.0,Seven
Mario Golf: World Tour,3DS,2014.0,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78.0,73.0,8.2,76.0,CLASS_IND_L
Secret Weapons Over Normandy,PS2,2003.0,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48,81.0,26.0,8.2,19.0,T
Harvest Moon 64,N64,1999.0,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48,,,,,E
All-Star Baseball 99,N64,1998.0,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,,,,,E
NCAA Football 09,PS2,2008.0,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.48,,,tbd,,E
Bratz: The Movie,PS2,2007.0,Simulation,THQ,0.24,0.18,0.0,0.06,0.48,,,5,4.0,E
Crash of the Titans,DS,2007.0,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.48,73.0,8.0,5.9,10.0,E
Dragon Ball: XenoVerse,PS3,2015.0,Fighting,Namco Bandai Games,0.16,0.13,0.14,0.06,0.48,,,7.1,62.0,CERO_B
Rayman Raving Rabbids: TV Party,DS,2008.0,Misc,Ubisoft,0.44,0.01,0.0,0.04,0.48,,,tbd,,Seven
Lollipop Chainsaw,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,70.0,64.0,7,260.0,Eighteen
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009.0,Shooter,Activision,0.24,0.19,0.0,0.05,0.48,,,,,
Vigilante 8: 2nd Offense,PS,1999.0,Racing,Activision,0.27,0.18,0.0,0.03,0.48,,,,,T
The Saboteur,PS3,2009.0,Action,Electronic Arts,0.2,0.21,0.0,0.07,0.48,72.0,54.0,8.1,118.0,M
Metal Gear Rising: Revengeance,X360,2013.0,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,82.0,46.0,7.8,358.0,Eighteen
Atelier Rorona: Alchemist of Arland,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.22,0.1,0.11,0.05,0.48,,,,,Twelve
Theme Park Roller Coaster,PS2,2000.0,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,82.0,11.0,7.9,17.0,E
Bass Pro Shops: The Strike,Wii,2009.0,Sports,XS Games,0.44,0.0,0.0,0.03,0.48,,,7.6,5.0,E
Bakugan Battle Brawlers: Defenders of the Core,DS,2010.0,Action,Activision,0.41,0.02,0.02,0.03,0.48,,,tbd,,
NFL Xtreme 2,PS,1999.0,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48,,,,,E
Major League Baseball 2K13,X360,2013.0,Sports,Take-Two Interactive,0.44,0.0,0.0,0.04,0.48,,,,,
Scrabble 2007 Edition,DS,2007.0,Puzzle,Ubisoft,0.0,0.47,0.0,0.0,0.48,,,,,
NHL 16,XOne,2015.0,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6,81.0,Twelve
Midnight Club: Street Racing,GBA,2001.0,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48,50.0,5.0,5.3,6.0,E
Tiger Woods PGA Tour 06,XB,2005.0,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,81.0,30.0,5.1,11.0,E
Fortune Street,Wii,2011.0,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68.0,42.0,7.5,24.0,Three
FIFA World Cup Germany 2006,X360,2006.0,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,72.0,49.0,6.6,33.0,
Up,PS2,2009.0,Action,THQ,0.19,0.05,0.0,0.24,0.48,,,tbd,,
Grand Prix,2600,1981.0,Racing,Activision,0.45,0.03,0.0,0.0,0.48,,,,,
Jake Power: Fireman,DS,2008.0,Adventure,Ubisoft,0.08,0.35,0.0,0.05,0.48,,,tbd,,
World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,80.0,10.0,9.1,10.0,E
Children of Mana,DS,2006.0,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65.0,34.0,6,21.0,E10
Sonic the Hedgehog,PS3,2006.0,Platform,,0.0,0.48,0.0,0.0,0.48,43.0,17.0,4.1,176.0,E10
Fantavision,PS2,2000.0,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.3,9.0,E
Double Dragon,2600,1989.0,Action,Activision,0.45,0.02,0.0,0.01,0.47,,,,,
Alien Trilogy,PS,1996.0,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,,,,,M
NBA Live 99,N64,1998.0,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47,,,,,E
Karate,2600,1982.0,Fighting,Ultravision,0.44,0.03,0.0,0.0,0.47,,,,,
X-Men: Next Dimension,PS2,2002.0,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,61.0,19.0,8.7,13.0,T
Go Diego Go! Great Dinosaur Rescue,DS,2008.0,Action,Take-Two Interactive,0.43,0.01,0.0,0.03,0.47,,,,,
The Godfather (JP sales),PS2,2006.0,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47,,,,,
Dynasty Warriors Gundam,PS3,2007.0,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60.0,29.0,6.9,16.0,T
Doom 3 BFG Edition,X360,2012.0,Shooter,Bethesda Softworks,0.28,0.15,0.0,0.04,0.47,67.0,30.0,6.5,132.0,Eighteen
Alice in Wonderland,DS,2010.0,Adventure,Disney Interactive Studios,0.25,0.17,0.0,0.04,0.47,78.0,24.0,tbd,,
Spider-Man 3,Wii,2007.0,Platform,Activision,0.42,0.02,0.0,0.04,0.47,53.0,39.0,5.3,29.0,T
Super Puyo Puyo 2,SNES,1995.0,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,,,,,
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47,79.0,27.0,6.4,54.0,Twelve
Gauntlet Legends,PS,2000.0,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,,,,,
James Bond 007: Blood Stone,X360,2010.0,Shooter,Activision,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,T
WipEout,PS,1995.0,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,,,,,E
Street Fighter X Tekken,X360,2012.0,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,Twelve
Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72.0,47.0,7.6,70.0,M
ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,328.0,T
World of Warcraft: Warlords of Draenor,PC,2014.0,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,T
Ford Racing Off Road,Wii,2008.0,Racing,Xplosiv,0.06,0.39,0.0,0.01,0.47,37.0,5.0,6.3,4.0,E
Cars: Race-O-Rama,DS,2009.0,Racing,THQ,0.35,0.08,0.0,0.04,0.47,,,tbd,,
