Index,Developer,Video_Game_Name
55,Sucker Punch Productions,The Sly Collection
56,Sanzaru Games,The Sly Collection
57,Sony Computer Entertainment,The Sly Collection
58,Tomy,Naruto: Clash of Ninja
59,D3 Publisher,Naruto: Clash of Ninja
60,Eighting,Naruto: Clash of Ninja
61,Rebellion Developments,Sniper Elite 3
62,505 Games,Sniper Elite 3
63,TransGaming Inc.,Prince of Persia: The Two Thrones
64,Ubisoft Entertainment,Prince of Persia: The Two Thrones
65,Ubisoft Casablanca,Prince of Persia: The Two Thrones
66,Ubisoft Montreal,Prince of Persia: The Two Thrones
67,Clap Hanz,Hot Shots Golf: Open Tee 2
68,"Sony Computer Entertainment, Inc. (SCEI)",Hot Shots Golf: Open Tee 2
69,Sony Computer Entertainment of America,Hot Shots Golf: Open Tee 2
70,Sony Computer Entertainment Europe,Hot Shots Golf: Open Tee 2
71,LucasArts,Mercenaries: Playground of Destruction
72,Pandemic Studios,Mercenaries: Playground of Destruction
73,Square,Bushido Blade 2
74,Square Electronic Arts,Bushido Blade 2
75,Light Weight,Bushido Blade 2
76,Square Enix,Bushido Blade 2
77,Konami,Suikoden II
78,Secret Level,Iron Man
79,Sega,Iron Man
80,Electronic Arts,FIFA Soccer 06
81,EA Canada,FIFA Soccer 06
82,EA Sports,Fight Night 2004
83,MachineGames,Wolfenstein: The New Order
84,Bethesda Softworks,Wolfenstein: The New Order
85,Tantalus Interactive,Cars: Mater-National Championship
86,THQ,Cars: Mater-National Championship
87,WB Games,LEGO Harry Potter: Years 1-4
88,TT Fusion,LEGO Harry Potter: Years 1-4
89,Midway,Midway Arcade Treasures 2
90,Digital Eclipse,Midway Arcade Treasures 2
91,Backbone Entertainment,Midway Arcade Treasures 2
92,Nintendo,Kirby's Dream Collection: Special Edition
93,HAL Laboratory,Kirby's Dream Collection: Special Edition
94,Gray Matter Interactive,Return to Castle Wolfenstein: Tides of War
95,Activision Publishing,Return to Castle Wolfenstein: Tides of War
96,Threewave Software,Return to Castle Wolfenstein: Tides of War
97,Trion Worlds,RIFT
98,Beenox,Spider-Man 3
99,Activision,Spider-Man 3
100,Treyarch,Spider-Man 3
101,BioWare,Mass Effect
102,Microsoft Game Studios,Mass Effect
103,Electronic Arts,Mass Effect
104,Demiurge Studios,Mass Effect
105,Edge of Reality,Mass Effect
106,BioWare Edmonton,Mass Effect
107,Konami,Contra: Legacy of War
108,Appaloosa Interactive,Contra: Legacy of War
109,SCE London Studio,Book of Spells
110,Sony Computer Entertainment,Book of Spells
111,Sony Computer Entertainment Europe,Spice World
112,Psygnosis Limited,Spice World
113,Team Soho,Spice World
114,Tango Gameworks,The Evil Within
115,The Workshop Entertainment,The Evil Within
116,Bethesda Softworks,The Evil Within
117,Agetec,Armored Core 3
118,Metro 3D,Armored Core 3
119,FromSoftware,Armored Core 3
120,LucasArts,Star Wars: Republic Commando
121,Activision,Star Wars: Republic Commando
122,Electronic Arts,Star Wars: Republic Commando
123,Aspyr Media,Star Wars: Republic Commando
124,Bandai Namco Entertainment,Taiko no Tatsujin Wii
125,Namco,Taiko no Tatsujin Wii
126,WB Games,The LEGO Movie Videogame
127,TT Fusion,The LEGO Movie Videogame
128,TT Games,The LEGO Movie Videogame
129,Touchstone Games,Turok
130,Propaganda Games,Turok
131,Media.Vision,Wild ARMs 2
132,Sony Computer Entertainment,Wild ARMs 2
133,Headup Games,Terraria
134,Re-Logic,Terraria
135,Pipeworks Studio,Terraria
136,DR Studios,Terraria
137,Codeglue,Terraria
138,505 Games,Terraria
139,Engine Software,Terraria
140,Ubisoft Paris,Red Steel
141,Slightly Mad Studios,Need for Speed: Shift 2 Unleashed
142,Electronic Arts,Need for Speed: Shift 2 Unleashed
143,Midway Games,Unreal Tournament III
144,Electronic Arts,Unreal Tournament III
145,Epic Games,Unreal Tournament III
146,Nintendo,Fossil Fighters: Champions
147,Red Entertainment,Fossil Fighters: Champions
148,Nintendo SPD Production Group No. 2,Fossil Fighters: Champions
149,M2,Fossil Fighters: Champions
150,Artdink,Fossil Fighters: Champions
151,Visceral Games,The Sims 3
152,Electronic Arts,The Sims 3
153,Traveller's Tales,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
154,Buena Vista Games,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
155,Traveller's Tales,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
156,Buena Vista Games,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
157,Disney Interactive Studios,Disney Tangled
158,Planet Moon Studios,Disney Tangled
159,EA Los Angeles,Command & Conquer: Red Alert 3
160,Electronic Arts,Command & Conquer: Red Alert 3
161,Vykarian,Command & Conquer: Red Alert 3
162,Virtuos,Command & Conquer: Red Alert 3
163,Original Force 3D,Command & Conquer: Red Alert 3
164,The Third Floor,Command & Conquer: Red Alert 3
165,Shadowplay Studio,Command & Conquer: Red Alert 3
166,"Whoodoo EFX, Inc.",Command & Conquer: Red Alert 3
167,Hollywood-DI,Command & Conquer: Red Alert 3
168,The Cinesoup Consortium,Command & Conquer: Red Alert 3
169,Ideal Audio Inc.,Command & Conquer: Red Alert 3
170,The Skywalker Symphony Orchestra and Choir,Command & Conquer: Red Alert 3
171,Skywalker Sound,Command & Conquer: Red Alert 3
172,Phoenix Sound,Command & Conquer: Red Alert 3
173,Pinewood Studios,Command & Conquer: Red Alert 3
174,Steve Juliani Music,Command & Conquer: Red Alert 3
175,Gamespy Professional Services,Command & Conquer: Red Alert 3
176,TransGaming Technologies,Command & Conquer: Red Alert 3
177,Albion Localisations,Command & Conquer: Red Alert 3
178,Fontoló Studió Ltd.,Command & Conquer: Red Alert 3
179,Início Localization Services,Command & Conquer: Red Alert 3
180,La Marque Rose,Command & Conquer: Red Alert 3
181,SoftClub,Command & Conquer: Red Alert 3
182,Presto - Prekladatelsk Centrum s.r.o,Command & Conquer: Red Alert 3
183,Synthesis International S.r.l,Command & Conquer: Red Alert 3
184,Estudios EXA S.L.,Command & Conquer: Red Alert 3
185,toneworx GmbH,Command & Conquer: Red Alert 3
186,EA Worldwide Motion Capture Studio,Command & Conquer: Red Alert 3
187,POP Sound,Command & Conquer: Red Alert 3
188,Beachhouse Films,Command & Conquer: Red Alert 3
189,Electronic Arts,NFL Street
190,EA Sports BIG,NFL Street
191,EA Orlando,NFL Street
192,Square Enix,Final Fantasy Crystal Chronicles: Ring of Fates
193,Square Enix Product Development Division 2,Final Fantasy Crystal Chronicles: Ring of Fates
194,Activision,Bakugan: Battle Brawlers
195,NOW Production,Bakugan: Battle Brawlers
196,Ubisoft Bucharest,Blazing Angels: Squadrons of WWII
197,Ubisoft Entertainment,Blazing Angels: Squadrons of WWII
198,D3 Publisher,Blazing Angels: Squadrons of WWII
199,Global VR,Blazing Angels: Squadrons of WWII
200,THQ,WWE SmackDown vs. RAW 2007
201,Yuke's,WWE SmackDown vs. RAW 2007
202,Toys for Bob,Skylanders: Trap Team
203,Vicarious Visions,Skylanders: Trap Team
204,n-Space,Skylanders: Trap Team
205,Activision,Skylanders: Trap Team
206,Codemasters Birmingham,F1 2015
207,Codemasters,F1 2015
208,Neversoft Entertainment,Tony Hawk's Proving Ground
209,Page 44 Studios,Tony Hawk's Proving Ground
210,Activision,Tony Hawk's Proving Ground
211,Starbreeze Studios,The Darkness
212,2K Games,The Darkness
213,Sony Computer Entertainment of America,MLB 2004
214,Namco Bandai Games,Naruto Shippuden: Ultimate Ninja 4
215,CyberConnect2,Naruto Shippuden: Ultimate Ninja 4
216,Electronic Arts,The Sims 3: High-End Loft Stuff
217,Maxis,The Sims 3: High-End Loft Stuff
218,Gathering of Developers,Darkstone
219,Delphine Software,Darkstone
220,Take-Two Interactive,Darkstone
221,Electronic Arts,Darkstone
222,Blizzard Entertainment,Diablo III
223,Square Enix,Diablo III
224,Traveller's Tales,Finding Nemo
225,THQ,Finding Nemo
226,LucasArts,Thrillville
227,Frontier Developments,Thrillville
228,Activision,Lalaloopsy
229,Konami,Jikkyou World Soccer 2000 Final Edition
230,Activision,Madagascar
231,Toys for Bob,Madagascar
232,Bandai,Madagascar
233,Konami,Castlevania: Lords of Shadow
234,MercurySteam,Castlevania: Lords of Shadow
235,Kojima Productions,Castlevania: Lords of Shadow
236,EA Canada,NHL 10
237,EA Sports,NHL 10
238,Nintendo,100 Classic Books
239,Gameloft,TV Show King Party
240,Tose,Dragon Quest Monsters: Caravan Heart
241,Enix,Dragon Quest Monsters: Caravan Heart
242,Bird Studio,Dragon Quest Monsters: Caravan Heart
243,Majesco Entertainment,Strawberry Shortcake: Summertime Adventure
244,Gorilla Systems Corporation,Strawberry Shortcake: Summertime Adventure
245,Capcom,Street Fighter Anniversary Collection
246,Capcom Production Studio 1,Street Fighter Anniversary Collection
247,Contrail,Legend of Legaia
248,Sony Computer Entertainment,Legend of Legaia
249,EA Canada,NHL 13
250,EA Sports,NHL 13
251,The Creative Assembly,Napoleon: Total War
252,Sega,Napoleon: Total War
253,Typhoon Games,Napoleon: Total War
254,Feral Interactive,Napoleon: Total War
255,Koch Media,Metro: Last Light
256,4A Games,Metro: Last Light
257,Deep Silver,Metro: Last Light
258,EA,Madden NFL 10
259,Nintendo,Rayman Legends
260,Ubisoft Montpellier,Rayman Legends
261,Maxis,The Sims: Bustin' Out
262,EA Games,The Sims: Bustin' Out
263,Virtual Programming,BioShock Infinite
264,Aspyr Media,BioShock Infinite
265,2K Games,BioShock Infinite
266,Irrational Games,BioShock Infinite
267,2K Australia,BioShock Infinite
268,Human Head Studios,BioShock Infinite
269,Locomotive Games,Ratatouille
270,THQ,Ratatouille
271,Grasshopper Manufacture,Lollipop Chainsaw
272,WB Games,Lollipop Chainsaw
273,Kadokawa Games,Lollipop Chainsaw
274,Ubisoft Shanghai,Tom Clancy's EndWar
275,TDK Mediactive,Shrek: Hassle at the Castle
276,Tose,Shrek: Hassle at the Castle
277,Konami Computer Entertainment Tokyo,Suikoden IV
278,Konami,Suikoden IV
279,Shift,Gods Eater Burst
280,Namco Bandai Games,Gods Eater Burst
281,D3 Publisher,Gods Eater Burst
282,Koei Tecmo Games,Fist of the North Star: Ken's Rage
283,Omega Force,Fist of the North Star: Ken's Rage
284,Electronic Arts,Plants vs. Zombies: Garden Warfare
285,PopCap Games,Plants vs. Zombies: Garden Warfare
286,Buena Vista Games,Disney's Kim Possible 2: Drakken's Demise
287,D3 Publisher,Disney's Kim Possible 2: Drakken's Demise
288,Artificial Mind & Movement,Disney's Kim Possible 2: Drakken's Demise
289,Bandai Namco Games,One Piece: Pirate Warriors 2
290,Omega Force,One Piece: Pirate Warriors 2
291,Namco Bandai Games,One Piece: Pirate Warriors 2
292,Gearbox Software,Brothers In Arms: Road to Hill 30
293,Demiurge Studios,Brothers In Arms: Road to Hill 30
294,WB Games,LEGO Harry Potter: Years 5-7
295,TT Fusion,LEGO Harry Potter: Years 5-7
296,WB Games,LEGO Harry Potter: Years 5-7
297,TT Fusion,LEGO Harry Potter: Years 5-7
298,WB Games,LEGO Harry Potter: Years 5-7
299,TT Fusion,LEGO Harry Potter: Years 5-7
300,WB Games,LEGO Harry Potter: Years 5-7
301,TT Fusion,LEGO Harry Potter: Years 5-7
302,WB Games,LEGO Harry Potter: Years 5-7
303,TT Fusion,LEGO Harry Potter: Years 5-7
304,WB Games,LEGO Harry Potter: Years 5-7
305,TT Fusion,LEGO Harry Potter: Years 5-7
306,WB Games,LEGO Harry Potter: Years 5-7
307,TT Fusion,LEGO Harry Potter: Years 5-7
308,Bandai Namco Entertainment,Taiko no Tatsujin DS: Touch de Dokodon!
309,Taiko Team,Taiko no Tatsujin DS: Touch de Dokodon!
310,Saffire,Animaniacs Ten Pin Alley
311,ASC Games,Animaniacs Ten Pin Alley
312,WB Games,Animaniacs Ten Pin Alley
313,WB Games,LEGO Jurassic World
314,Warner Bros. Entertainment Inc.,LEGO Jurassic World
315,TT Games,LEGO Jurassic World
316,Feral Interactive,LEGO Jurassic World
317,Luxoflux,Kung Fu Panda
318,Beenox,Kung Fu Panda
319,XPEC,Kung Fu Panda
320,Activision,Kung Fu Panda
321,SCE Japan Studio,Freedom Wars
322,Dimps,Freedom Wars
323,Shift,Freedom Wars
324,Sony Computer Entertainment,Freedom Wars
325,Ubisoft San Francisco,Rocksmith 2014
326,Ubisoft Entertainment,Rocksmith 2014
327,Disney Interactive Studios,Club Penguin: Elite Penguin Force - Herbert's Revenge
328,1st Playable Productions,Club Penguin: Elite Penguin Force - Herbert's Revenge
329,Insomniac Games,Ratchet & Clank: Into the Nexus
330,Sony Computer Entertainment,Ratchet & Clank: Into the Nexus
331,Ubisoft Montreal,Shaun White Snowboarding
332,Ubisoft Entertainment,Shaun White Snowboarding
333,Square Enix,Radiata Stories
334,tri-Crescendo,Radiata Stories
335,tri-Ace,Radiata Stories
336,Square Enix Product Development Division 10,Radiata Stories
337,P2 Games,Peppa Pig: Fun and Games
338,Nintendo,F-Zero GX
339,Amusement Vision,F-Zero GX
340,Sega,F-Zero GX
341,Avalanche Software,Disney's Chicken Little
342,Buena Vista Games,Disney's Chicken Little
343,Microsoft Game Studios,Scene It? Box Office Smash
344,Screenlife,Scene It? Box Office Smash
345,Krome Studios,Scene It? Box Office Smash
346,Nintendo,Yoshi Topsy-Turvy
347,Artoon,Yoshi Topsy-Turvy
348,Inland Productions,Monster Jam: Maximum Destruction
349,EA Sports,Tiger Woods PGA Tour 09
350,EA Orlando,Tiger Woods PGA Tour 09
351,Exient Entertainment,Tiger Woods PGA Tour 09
352,Matrix Software,World of Dragon Warrior - Torneko: The Last Hope
353,Chunsoft,World of Dragon Warrior - Torneko: The Last Hope
354,Enix Corporation,World of Dragon Warrior - Torneko: The Last Hope
355,Bird Studio,World of Dragon Warrior - Torneko: The Last Hope
356,NetherRealm Studios,Mortal Kombat
357,WB Games,Mortal Kombat
358,EA Sports,Tiger Woods PGA Tour 09
359,EA Orlando,Tiger Woods PGA Tour 09
360,Exient Entertainment,Tiger Woods PGA Tour 09
361,Intelligent Systems,Advance Wars 2: Black Hole Rising
362,Nintendo,Advance Wars 2: Black Hole Rising
363,Nintendo,Wario: Master of Disguise
364,Suzak,Wario: Master of Disguise
365,Nintendo,The Last Story
366,XSEED Games,The Last Story
367,AQ Interactive,The Last Story
368,Mistwalker,The Last Story
369,Cavia,Drakengard
370,Take-Two Interactive,Drakengard
371,Square Enix,Drakengard
372,Square Enix Product Development Division 10,Drakengard
373,SCE London Studio,SingStar Pop Hits
374,SCE Worldwide Studios Europe,SingStar Pop Hits
375,Activision,Kung-Fu Master
376,Snowblind Studios,Champions: Return to Arms
377,Sony Computer Entertainment of America,Champions: Return to Arms
378,Electronic Arts,Harry Potter and the Goblet of Fire
379,SCE London Studio,SingStar R&B
380,SCE Worldwide Studios Europe,SingStar R&B
381,Acclaim Entertainment,Mary-Kate and Ashley: Magical Mystery Mall
382,n-Space,Mary-Kate and Ashley: Magical Mystery Mall
383,THQ,MX vs. ATV Untamed
384,Tantalus Media,MX vs. ATV Untamed
385,Avalanche Software,Disney Infinity 2.0: Marvel Super Heroes
386,Blind Squirrel Games,Disney Infinity 2.0: Marvel Super Heroes
387,Heavy Iron Studios,Disney Infinity 2.0: Marvel Super Heroes
388,Disney Interactive,Disney Infinity 2.0: Marvel Super Heroes
389,EA Sports,Tiger Woods PGA Tour 10
390,EA Orlando,Tiger Woods PGA Tour 10
391,EA Mobile,Tiger Woods PGA Tour 10
392,HB Studios,Tiger Woods PGA Tour 10
393,Activision,007: Quantum of Solace
394,Banpresto,Super Robot Taisen Impact
395,Heavy Iron Studios,Wall-E
396,Asobo Studio,Wall-E
397,Play THQ,Wall-E
398,Giants Software,Farming Simulator 17
399,Focus Entertainment,Farming Simulator 17
400,Majesco,Crafting Mama
401,Cooking Mama Limited,Crafting Mama
402,Sony Computer Entertainment,God of War III
403,Red Kite Games,God of War III
404,SIE Santa Monica Studio,God of War III
405,Gearbox Software,Borderlands 2
406,2K Games,Borderlands 2
407,Iron Galaxy Studios,Borderlands 2
408,Aspyr Media,Borderlands 2
409,Sony Computer Entertainment of America,Borderlands 2
410,Electronic Arts,Harry Potter and the Half-Blood Prince
411,EA Bright Light,Harry Potter and the Half-Blood Prince
412,Vivendi Universal Games,Crash Bandicoot Purple: Ripto's Rampage
413,Vicarious Visions,Crash Bandicoot Purple: Ripto's Rampage
414,Konami,Crash Bandicoot Purple: Ripto's Rampage
415,Ubisoft Montreal,Assassin's Creed IV: Black Flag
416,Ubisoft Québec,Assassin's Creed IV: Black Flag
417,Ubisoft Montpellier,Assassin's Creed IV: Black Flag
418,Ubisoft Kyiv,Assassin's Creed IV: Black Flag
419,Ubisoft Sofia,Assassin's Creed IV: Black Flag
420,Ubisoft Singapore,Assassin's Creed IV: Black Flag
421,Ubisoft Annecy,Assassin's Creed IV: Black Flag
422,Ubisoft Bucharest,Assassin's Creed IV: Black Flag
423,Ubisoft Chengdu,Assassin's Creed IV: Black Flag
424,Ubisoft Milan,Assassin's Creed IV: Black Flag
425,Ubisoft Shanghai,Assassin's Creed IV: Black Flag
426,Ubisoft Pune,Assassin's Creed IV: Black Flag
427,Ubisoft North America,Assassin's Creed IV: Black Flag
428,Ubisoft Entertainment,Assassin's Creed IV: Black Flag
429,Exient Entertainment,Need For Speed: Undercover
430,Electronic Arts,Need For Speed: Undercover
431,Vivendi Universal Games,Spyro: A Hero's Tail
432,Eurocom Entertainment Software,Spyro: A Hero's Tail
433,Traveller's Tales,Crash: Twinsanity
434,Vivendi Universal Games,Crash: Twinsanity
435,Sierra Entertainment,Crash: Twinsanity
436,WB Games,The LEGO Movie Videogame
437,TT Fusion,The LEGO Movie Videogame
438,TT Games,The LEGO Movie Videogame
439,Remedy Entertainment,Max Payne 2: The Fall of Max Payne
440,Rockstar Vienna,Max Payne 2: The Fall of Max Payne
441,Rockstar Games,Max Payne 2: The Fall of Max Payne
442,Konami,Metal Gear Solid V: The Phantom Pain
443,Kojima Productions,Metal Gear Solid V: The Phantom Pain
444,Kojima Productions LA Studio,Metal Gear Solid V: The Phantom Pain
445,5th Cell,Drawn to Life: The Next Chapter
446,THQ,Drawn to Life: The Next Chapter
447,EA Los Angeles,GoldenEye: Rogue Agent
448,Electronic Arts,GoldenEye: Rogue Agent
449,Visual Concepts,WWE 2K15
450,2K Sports,WWE 2K15
451,QLOC,WWE 2K15
452,Yuke's,WWE 2K15
453,2K,WWE 2K15
454,Tose,Star Ocean: First Departure
455,Square Enix,Star Ocean: First Departure
456,Square Enix Product Development Division 10,Star Ocean: First Departure
457,EA Redwood Shores,James Bond 007: Everything or Nothing
458,Electronic Arts,James Bond 007: Everything or Nothing
459,Aspyr Media,X2: Wolverine's Revenge
460,Activision,X2: Wolverine's Revenge
461,GenePool Software,X2: Wolverine's Revenge
462,i5works,X2: Wolverine's Revenge
463,EA Canada,NBA Live 06
464,EA Sports,NBA Live 06
465,Red Storm Entertainment,Tom Clancy's Rainbow Six
466,Saffire Corporation,Tom Clancy's Rainbow Six
467,Pipe Dream Interactive,Tom Clancy's Rainbow Six
468,Konami,Castlevania
469,Gradiente,Castlevania
470,Ubisoft Montpellier,Rayman 2: The Great Escape
471,Ubisoft Entertainment,Rayman 2: The Great Escape
472,Gradiente,Rayman 2: The Great Escape
473,Ubisoft Entertainment,Rayman 3D
474,Ubisoft Casablanca,Rayman 3D
475,Ubisoft Bucharest,Rayman 3D
476,Sports Interactive,Football Manager 2014
477,Sega,Football Manager 2014
478,Nintendo,New Play Control! Pikmin
479,Nintendo EAD,New Play Control! Pikmin
480,Eidos Interactive,TimeSplitters 2
481,Free Radical Design,TimeSplitters 2
482,Capcom Production Studio 2,Onimusha: Dawn of Dreams
483,Capcom,Onimusha: Dawn of Dreams
484,Capcom,Sengoku Basara: Samurai Heroes
485,THQ,Stuntman: Ignition
486,Paradigm Entertainment,Stuntman: Ignition
487,Conspiracy Entertainment,Real Heroes: Firefighter
488,Epicenter Studios,Real Heroes: Firefighter
489,Golem Entertainmen,Real Heroes: Firefighter
490,Maximum Games,Real Heroes: Firefighter
491,"612 Entertainment, LLC",Real Heroes: Firefighter
492,Arkane Studios,Dishonored 2
493,Bethesda Softworks,Dishonored 2
494,Konami,Konami Collector's Series: Arcade Advanced
495,Ivory Tower,The Crew
496,Ubisoft Reflections,The Crew
497,Ubisoft Entertainment,The Crew
498,Namco Bandai Games,Dragon Ball: Raging Blast 2
499,Spike,Dragon Ball: Raging Blast 2
500,EA Sports,Madden NFL 2001
501,EA Orlando,Madden NFL 2001
502,Eurocom Entertainment Software,Cruis'n World
503,Nintendo,Cruis'n World
504,Gradiente,Cruis'n World
505,EA Canada,NHL 13
506,EA Sports,NHL 13
507,Team NINJA,Dead or Alive 5
508,Koei Tecmo Games,Dead or Alive 5
509,2K Games,Evolve
510,Turtle Rock Studios,Evolve
511,KnowWonder,Lemony Snicket's A Series of Unfortunate Events
512,Activision,Lemony Snicket's A Series of Unfortunate Events
513,Adrenium Games,Lemony Snicket's A Series of Unfortunate Events
514,Capcom,Lost Planet: Extreme Condition
515,K2 LLC,Lost Planet: Extreme Condition
516,Beenox,X-Men Legends II: Rise of Apocalypse
517,SuperVillain Studios,X-Men Legends II: Rise of Apocalypse
518,Raven Software,X-Men Legends II: Rise of Apocalypse
519,Activision,X-Men Legends II: Rise of Apocalypse
520,Kalisto Entertainment,Nightmare Creatures
521,Activision,Nightmare Creatures
522,Sony Computer Entertainment,Nightmare Creatures
523,Sumo Digital,LittleBigPlanet 3
524,D3T Limited,LittleBigPlanet 3
525,Sony Computer Entertainment,LittleBigPlanet 3
526,SCE London Studio,SingStar Queen
527,Sony Computer Entertainment Europe,SingStar Queen
528,TT Games,LEGO Star Wars II: The Original Trilogy
529,Feral Interactive,LEGO Star Wars II: The Original Trilogy
530,Robosoft Technologies,LEGO Star Wars II: The Original Trilogy
531,LucasArts,LEGO Star Wars II: The Original Trilogy
532,Traveller's Tales,LEGO Star Wars II: The Original Trilogy
533,Disney Interactive,Disney Sing It: Party Hits
534,Zoe Mode,Disney Sing It: Party Hits
535,Tose,Dragon Quest Monsters Joker 3
536,Square Enix,Dragon Quest Monsters Joker 3
537,Square Enix Business Division 6,Dragon Quest Monsters Joker 3
538,Armor Project,Dragon Quest Monsters Joker 3
539,Bird Studio,Dragon Quest Monsters Joker 3
540,Harmonix Music Systems,Rock Band 3
541,MTV Games,Rock Band 3
542,Backbone Entertainment,Rock Band 3
543,Mad Catz,Rock Band 3
544,Electronic Arts,Dragon Age II
545,BioWare Edmonton,Dragon Age II
546,BioWare Austin,Dragon Age II
547,BioWare Mythic,Dragon Age II
548,Mesopotamia Software,Dragon Age II
549,TransGaming Technologies,Dragon Age II
550,Activision Publishing,Tony Hawk's Pro Skater 2x
551,Treyarch,Tony Hawk's Pro Skater 2x
552,EA Canada,NBA Live 08
553,EA Sports,NBA Live 08
554,Electronic Arts,FIFA Soccer 2003
555,Bandai Namco Entertainment,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb
556,Taiko Team,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb
557,Bandai Namco Studios,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb
558,Pandemic Studios,The Lord of the Rings: Conquest
559,Electronic Arts,The Lord of the Rings: Conquest
560,Artificial Mind & Movement,The Lord of the Rings: Conquest
561,Ubisoft Montreal,Far Cry 4
562,Ubisoft Shanghai,Far Cry 4
563,Ubisoft Kyiv,Far Cry 4
564,Red Storm Entertainment,Far Cry 4
565,Ubisoft Toronto,Far Cry 4
566,Ubisoft Entertainment,Far Cry 4
567,Capcom,Monster Hunter 2
568,EA Sports,NASCAR 06: Total Team Control
569,EA Orlando,NASCAR 06: Total Team Control
570,MTO,Dogz
571,Activision,A Bug's Life
572,Take-Two Interactive,A Bug's Life
573,Traveller's Tales,A Bug's Life
574,Disney Interactive,A Bug's Life
575,Sony Computer Entertainment of America,A Bug's Life
576,Gradiente,A Bug's Life
577,Konami,Super Castlevania IV
578,Artificial Mind & Movement,Iron Man
579,Sega,Iron Man
580,D3 Publisher,White Knight Chronicles II
581,SCE Japan Studio,White Knight Chronicles II
582,LEVEL-5,White Knight Chronicles II
583,Sony Computer Entertainment,White Knight Chronicles II
584,Capcom,Mobile Suit Z Gundam: AEUG vs. Titans
585,Banpresto,Mobile Suit Z Gundam: AEUG vs. Titans
586,Bandai,Mobile Suit Z Gundam: AEUG vs. Titans
587,THQ,Juiced 2: Hot Import Nights
588,Juice Games,Juiced 2: Hot Import Nights
589,Paradigm Entertainment,Juiced 2: Hot Import Nights
590,Raven Software,Wolfenstein
591,Activision,Wolfenstein
592,Terminal Reality,The Walking Dead: Survival Instinct
593,Activision,The Walking Dead: Survival Instinct
594,Electronic Arts,The Sims 3: Generations
595,The Sims Studio,The Sims 3: Generations
596,Sony Interactive Entertainment,Ape Escape 2
597,Sony Computer Entertainment,Ape Escape 2
598,SCE Japan Studio,Ape Escape 2
599,Ubisoft San Francisco,Rocksmith 2014
600,Ubisoft Entertainment,Rocksmith 2014
601,Sega,Sega Rally Revo
602,SEGA Racing Studio,Sega Rally Revo
