Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Robin Hood: Defender of the Crown,PS2,2003.0,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,18.0,5.6,5.0,T
Face Training,DS,2007.0,Misc,Nintendo,0.0,0.0,0.19,0.0,0.19,,,,,Three
Barbie Horse Adventures: Riding Camp,Wii,2008.0,Sports,Activision,0.17,0.0,0.0,0.01,0.19,,,tbd,,E
SD Gundam GX,SNES,1994.0,Strategy,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,
R-Type Final,PS2,2003.0,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,79.0,50.0,9.1,21.0,E
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001.0,Action,Activision,0.13,0.05,0.0,0.0,0.19,,,,,E
Bolt,PS3,2008.0,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59.0,11.0,6.8,6.0,E10
Mathews Bowhunting,Wii,2010.0,Sports,Zoo Games,0.18,0.0,0.0,0.01,0.19,,,tbd,,T
Phantasy Star Nova,PSV,2014.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,,,,,
Pro Evolution Soccer 2014,3DS,2013.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,
Sega GT 2002,XB,2002.0,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,E
F1 2011,PC,2011.0,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Three
Air Conflicts: Secret Wars,PS3,2011.0,Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,51.0,8.0,tbd,,Twelve
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005.0,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0,E10
Family Feud: 2012 Edition,Wii,2011.0,Misc,Ubisoft,0.17,0.0,0.0,0.01,0.19,,,tbd,,E10
Samurai Warriors 2: Empires,PS2,2006.0,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0,T
Blood Omen 2,XB,2002.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9,9.0,M
Earth Defense Force: Insect Armageddon,X360,2011.0,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,CERO_C
Major League Baseball 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,E
Saints Row IV,PC,2013.0,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,CERO_Z
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19,,,,,
Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,E
Dance Central: Spotlight,XOne,2014.0,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7,47.0,T
Little Battlers eXperience W,PSP,2012.0,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19,,,,,
Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7,24.0,Eighteen
La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,79.0,47.0,8.5,15.0,T
Arcania: Gothic 4,PC,2010.0,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0,Sixteen
NBA Ballers: Chosen One,X360,2008.0,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,Three
Tiger Woods PGA Tour 07,XB,2007.0,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,
Disney's Meet the Robinsons,Wii,2007.0,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0,
Sword Art Online: Hollow Realization,PS4,2016.0,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0,Twelve
Star Wars: The Clone Wars & Tetris Worlds,XB,2002.0,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,,,,,
The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,M
The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,M
The Bee Game,DS,2007.0,Adventure,Midway Games,0.17,0.0,0.0,0.01,0.19,,,tbd,,E
SBK X: Superbike World Championship,X360,2010.0,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,Three
Rango: The Video Game,PS3,2011.0,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,E10
EverQuest Online Adventures: Frontiers,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0,T
Godzilla (2015),PS4,2014.0,Action,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,,,,,
Fairy Fencer F,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,Twelve
Shadows of the Damned,X360,2011.0,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,M
Treasures of the Deep,PS,1997.0,Action,Namco Bandai Games,0.1,0.07,0.0,0.01,0.19,,,,,T
Phantasy Star Online Ver. 2,DC,2001.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80.0,10.0,8.9,18.0,T
Cabela's Survival: Shadows of Katmai,PS3,2011.0,Sports,Activision,0.11,0.05,0.0,0.02,0.18,,,7.4,5.0,T
Hot Wheels: Battle Force 5,Wii,2009.0,Racing,Activision,0.17,0.0,0.0,0.01,0.18,,,tbd,,E10
Go Play: Lumberjacks,Wii,2009.0,Simulation,Majesco Entertainment,0.17,0.0,0.0,0.01,0.18,,,tbd,,E
Fight Club,PS2,2004.0,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0,M
Samurai Warriors: State of War,PSP,2005.0,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0,T
Cabela's Survival: Shadows of Katmai,X360,2011.0,Sports,Activision,0.14,0.03,0.0,0.01,0.18,,,3.5,6.0,T
Dragon Blade: Wrath of Fire,Wii,2007.0,Action,D3Publisher,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0,T
Guilty Gear Xrd: Sign,PS3,2014.0,Fighting,Arc System Works,0.1,0.0,0.07,0.02,0.18,,,,,T
Dance Dance Revolution: Disney Grooves,Wii,2009.0,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18,,,tbd,,E
Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,505 Games,0.12,0.05,0.0,0.02,0.18,51.0,5.0,tbd,,E
Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,505 Games,0.09,0.07,0.0,0.02,0.18,,,8.9,54.0,E
Sports Illustrated for Kids: Football,GBA,2003.0,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18,,,,,E
The Munchables,Wii,2009.0,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,E
How to Train Your Dragon 2,Wii,2014.0,Adventure,Little Orbit,0.04,0.13,0.0,0.01,0.18,,,tbd,,E10
.hack//Quarantine Part 4: The Final Chapter,PS2,2003.0,Role-Playing,Atari,0.09,0.07,0.0,0.02,0.18,,,,,
The Smurfs 2,DS,2013.0,Platform,Ubisoft,0.0,0.17,0.0,0.01,0.18,,,tbd,,E
Close Combat: First to Fight,XB,2005.0,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0,Sixteen
Indiana Jones and the Emperor's Tomb,XB,2003.0,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,T
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,T
Remington Super Slam Hunting: North America,Wii,2010.0,Sports,Mastiff,0.17,0.0,0.0,0.01,0.18,,,tbd,,T
Reel Fishing II,PS,2000.0,Sports,Victor Interactive,0.1,0.07,0.0,0.01,0.18,,,,,E
Battle of Giants: Dinosaurs Strike,Wii,2010.0,Strategy,Ubisoft,0.14,0.03,0.0,0.01,0.18,,,tbd,,Seven
Ty the Tasmanian Tiger,XB,2002.0,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0,E
Imagine: Babyz Fashion,DS,2009.0,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18,,,tbd,,E
Dead or Alive,SAT,1997.0,Fighting,Tecmo Koei,0.0,0.0,0.18,0.0,0.18,,,,,T
Active Health with Carol Vorderman,DS,2009.0,Sports,Nintendo,0.0,0.18,0.0,0.01,0.18,,,,,Three
Driving Emotion Type-S,PS2,2000.0,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,55.0,18.0,tbd,,E
Heavy Fire: Afghanistan,PS3,2011.0,Shooter,Unknown,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0,T
Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.8,41.0,M
NARC,XB,2005.0,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,M
Driver: San Francisco,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7,332.0,Twelve
Just Dance 2017,Wii,2016.0,Misc,Ubisoft,0.06,0.11,0.0,0.01,0.18,,,tbd,,Three
NASCAR Unleashed,Wii,2011.0,Racing,Activision,0.17,0.0,0.0,0.01,0.18,,,tbd,,E
Super Robot Taisen J,GBA,2005.0,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18,,,,,CERO_B
Shape Up,XOne,2014.0,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0,GRAC_ALL
Nep League DS,DS,2007.0,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18,,,,,
Happy Cooking,DS,2006.0,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18,,,tbd,,
Ar tonelico 2: Melody of Metafalica,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18,,,,,Twelve
Cars: Race-O-Rama,PS3,2009.0,Racing,THQ,0.14,0.03,0.0,0.02,0.18,61.0,5.0,tbd,,E
Jewel Master: Cradle of Athena,DS,2010.0,Puzzle,Storm City Games,0.17,0.0,0.0,0.01,0.18,,,tbd,,E10
Saw II: Flesh & Blood,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.18,,,,,M
Hidden Mysteries: Vampire Secrets,DS,2010.0,Adventure,Astragon,0.06,0.11,0.0,0.02,0.18,,,tbd,,E10
Casper: Friends Around the World,PS,2000.0,Action,TDK Core,0.1,0.07,0.0,0.01,0.18,,,,,E
Jurassic Park III: Island Attack,GBA,2001.0,Adventure,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,57.0,6.0,tbd,,E
Jikkyou Powerful Pro Baseball 2016,PSV,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,
Star Trek: Legacy,X360,2006.0,Simulation,Ubisoft,0.14,0.02,0.0,0.01,0.18,64.0,41.0,5.5,42.0,E10
Tekken Tag Tournament 2,WiiU,2012.0,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.18,,,,,Sixteen
GameBoy Wars,GB,1991.0,Strategy,Nintendo,0.0,0.0,0.18,0.0,0.18,,,,,
Amplitude,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,86.0,35.0,8.8,26.0,T
Disgaea DS,DS,2008.0,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82.0,32.0,7.5,35.0,T
Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18,61.0,36.0,7.8,4.0,T
AirForce Delta Storm,XB,2001.0,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0,E
Metal Gear Solid V: The Phantom Pain,X360,2015.0,Action,Konami Digital Entertainment,0.12,0.04,0.0,0.02,0.18,,,7.2,159.0,Eighteen
Monopoly Party,XB,2002.0,Misc,Infogrames,0.14,0.04,0.0,0.01,0.18,,,,,E
Fear Effect 2: Retro Helix,PS,2001.0,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,M
Chaotic: Shadow Warriors,DS,2009.0,Action,Activision,0.17,0.0,0.0,0.01,0.18,,,tbd,,E10
Ninja Gaiden 3,WiiU,2012.0,Action,Nintendo,0.14,0.03,0.0,0.02,0.18,,,,,CERO_Z
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0,Twelve
Mahjong: Journey Quest for Tikal,DS,2008.0,Puzzle,Rondomedia,0.15,0.02,0.0,0.01,0.18,,,tbd,,E
Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,Eighteen
CSI: Fatal Conspiracy,PS3,2010.0,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.18,39.0,5.0,5.6,13.0,Sixteen
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,,,,
International Superstar Soccer 2000 (JP weekly sales),N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,
Ringling Bros. and Barnum & Bailey Circus,Wii,2009.0,Action,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18,,,,,E
Klonoa: Door to Phantomile,PS,1997.0,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18,,,,,E
Vietcong: Purple Haze,PS2,2004.0,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18,48.0,11.0,4.3,6.0,M
Atari Anniversary Advance,GBA,2002.0,Misc,Atari,0.13,0.05,0.0,0.0,0.18,75.0,7.0,tbd,,E
Summer Athletics: The Ultimate Challenge,PS2,2008.0,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18,,,tbd,,
Hatsune Miku and Future Stars: Project Mirai,3DS,2012.0,Misc,Sega,0.0,0.0,0.18,0.0,0.18,,,,,CERO_A
X-Men Origins: Wolverine,PS2,2009.0,Action,Activision,0.13,0.0,0.0,0.05,0.18,,,6.8,16.0,T
Syndicate,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0,Eighteen
Zumba Fitness Rush,X360,2012.0,Sports,505 Games,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,E10
Call of Juarez,X360,2007.0,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18,71.0,37.0,6.9,46.0,M
TalkMan (Japan),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,
Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0,E10
Bloody Roar: Primal Fury,GC,2002.0,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,75.0,27.0,8.5,20.0,T
Mega Man Soccer,SNES,1993.0,Sports,Capcom,0.04,0.01,0.13,0.0,0.18,,,,,
MotoGP,Wii,2009.0,Racing,Capcom,0.05,0.11,0.0,0.02,0.18,44.0,10.0,5.4,11.0,E
Mushroom Men: The Spore Wars,Wii,2008.0,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0,E10
Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,T
Brunswick Pro Bowling,PS3,2010.0,Sports,505 Games,0.1,0.05,0.0,0.02,0.18,47.0,6.0,tbd,,E
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
LEGO Harry Potter: Years 5-7,PSV,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,
FIFA Soccer 07,GC,2006.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,,,,,E
Rabbids Party Collection,Wii,2010.0,Misc,Ubisoft,0.0,0.16,0.0,0.02,0.18,,,,,Seven
Corpse Party: Blood Drive,PSV,2014.0,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60.0,19.0,7.4,58.0,Eighteen
The Last Airbender,DS,2010.0,Action,THQ,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7,4.0,E10
My Fitness Coach 2: Exercise and Nutrition,Wii,2009.0,Sports,Black Bean Games,0.13,0.03,0.0,0.01,0.18,,,,,
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18,,,,,
Vampire Savior: The Lord of Vampire,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18,,,,,
Backbreaker,X360,2010.0,Sports,Unknown,0.17,0.0,0.0,0.01,0.18,54.0,29.0,7.6,68.0,E
Backbreaker,X360,2010.0,Sports,Unknown,0.17,0.0,0.0,0.01,0.18,54.0,29.0,7.6,68.0,E
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011.0,Sports,THQ,0.11,0.06,0.0,0.02,0.18,54.0,5.0,tbd,,E
MotoGP 14 ,PS4,2014.0,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0,E
Shrek SuperSlam,DS,2005.0,Action,Activision,0.17,0.0,0.0,0.01,0.18,,,,,
Alone in the Dark,Wii,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,39.0,10.0,4.4,34.0,M
Super Robot Taisen UX,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,,,,CERO_B
Skylanders Imaginators,WiiU,2016.0,Platform,Activision,0.09,0.08,0.0,0.02,0.18,76.0,4.0,tbd,,
Six Flags Fun Park,DS,2008.0,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,34.0,4.0,7,4.0,
Test Drive Off-Road Wide Open,XB,2001.0,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,64.0,21.0,8.3,9.0,E
Jeopardy!,DS,2010.0,Misc,THQ,0.17,0.0,0.0,0.01,0.18,,,,,E
Pro Yaky? Spirits 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,
Doctor Who: Return to Earth,Wii,2010.0,Adventure,Asylum Entertainment,0.0,0.16,0.0,0.02,0.18,,,,,Three
Battle Commander: Hachibushu Shura no Heihou,SNES,1991.0,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18,,,,,
WWE All Stars,PSP,2011.0,Fighting,THQ,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0,Sixteen
Jampack Vol. 1,PS,1996.0,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18,,,,,
Bad Boys: Miami Takedown,XB,2004.0,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,35.0,20.0,5.9,9.0,M
Valhalla Knights 3,PSV,2013.0,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48.0,19.0,6.8,56.0,M
Mega Man X: Command Mission,PS2,2004.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,69.0,27.0,7.1,18.0,E
Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,Genki,0.09,0.07,0.0,0.02,0.18,59.0,13.0,8.6,15.0,E
Moon,PS,1997.0,Adventure,ASCII Entertainment,0.0,0.0,0.17,0.01,0.18,,,,,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,0.18,65.0,20.0,7.5,4.0,E10
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,0.18,65.0,20.0,7.5,4.0,E10
Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,Activision,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,T
Re-Volt,N64,1999.0,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18,,,,,E
Sesame Street: Elmo's Letter Adventure,N64,1999.0,Misc,NewKidCo,0.14,0.04,0.0,0.0,0.18,,,,,EC
Senran Kagura: Estival Versus,PSV,2015.0,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71.0,4.0,7.4,34.0,Sixteen
Might & Magic: Clash of Heroes,DS,2009.0,Role-Playing,Ubisoft,0.15,0.02,0.0,0.01,0.18,,,,,E10
GRID Autosport,PS3,2014.0,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,Three
Gokujou Parodius,SNES,1994.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,
Half-Minute Hero,PSP,2009.0,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,84.0,41.0,7.8,38.0,E10
Gauntlet: Dark Legacy,GC,2002.0,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,60.0,20.0,9.1,16.0,T
A.C.E.: Another Century's Episode 2,PS2,2006.0,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18,,,,,
The Chronicles of Narnia: Prince Caspian,X360,2008.0,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,56.0,24.0,7.5,13.0,Twelve
Company of Heroes: Anthology,PC,2009.0,Strategy,THQ,0.0,0.15,0.0,0.03,0.18,,,,,M
Shadow The Hedgehog,XB,2005.0,Platform,Sega,0.13,0.04,0.0,0.01,0.18,49.0,24.0,5.5,36.0,E10
